Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA1418	10	1	1	0	0	2	host	gene-PA1418	False	
gene-PA3043	7	8	1	0	1	1	host	gene-PA3043	False	
gene-PA1453	8	28	0	2	1	1	host	flhF	False	
gene-PA3072	6	1	0	0	0	0	host	gene-PA3072	False	
gene-PA3071	5	10	2	1	4	2	host	gene-PA3071	False	
gene-PA3409	6	7	0	0	2	1	host	gene-PA3409	False	
gene-PA0859	2	11	0	0	0	0	host	gene-PA0859	False	
gene-PA2733	2	16	6	6	5	6	host	gene-PA2733	False	
gene-PA0650	5	10	5	0	2	8	host	trpD	False	
gene-PA0034	11	5	1	1	0	0	host	gene-PA0034	False	
gene-PA2633	8	7	0	0	0	0	host	gene-PA2633	False	
gene-PA3549	9	6	0	1	0	1	host	algJ	False	
gene-PA2755a	2	2	1	0	0	0	host	gene-PA2755a	False	
gene-PA3702	5	11	1	0	2	1	host	wspR	False	
gene-PA1863	6	14	0	0	0	0	host	modA	False	
gene-PA3064	11	10	1	0	1	0	host	pelA	False	
gene-PA2373	8	9	1	3	7	4	host	gene-PA2373	False	
gene-PA3723	11	8	0	0	0	0	host	gene-PA3723	False	
gene-PA0471	7	3	0	0	0	1	host	gene-PA0471	False	
gene-PA5546	15	12	2	0	3	3	host	gene-PA5546	False	
gene-PA1089	0	7	0	1	0	0	host	gene-PA1089	False	
gene-PA0751	5	6	0	0	1	0	host	gene-PA0751	False	
gene-PA4749	24	23	5	6	7	3	host	glmM	False	
gene-PA1216	6	3	0	0	1	1	host	gene-PA1216	False	
gene-PA5525	13	13	2	3	0	0	host	gene-PA5525	False	
gene-PA3758	10	4	0	0	0	0	host	gene-PA3758	False	
gene-PA0846	5	6	2	2	1	0	host	gene-PA0846	False	
gene-PA1519	11	2	0	0	1	1	host	gene-PA1519	False	
gene-PA4445	8	11	1	1	2	2	host	gene-PA4445	False	
gene-PA1620	1	2	0	0	0	1	host	gene-PA1620	False	
gene-PA0914	2	5	0	0	0	0	host	gene-PA0914	False	
gene-PA2666	6	5	5	3	2	1	host	gene-PA2666	False	
gene-PA4295	3	1	4	2	5	0	host	fppA	False	
gene-PA1028	15	7	0	0	0	1	host	gene-PA1028	False	
gene-PA4767	7	18	2	2	1	1	host	gene-PA4767	False	
gene-PA0323	13	10	0	0	1	0	host	gene-PA0323	False	
gene-PA5166	24	9	7	5	7	1	host	gene-PA5166	False	
gene-PA0253	8	15	0	0	3	3	host	gene-PA0253	False	
gene-PA1030.1	0	0	0	0	0	0	host	gene-PA1030.1	False	
gene-PA5130	11	30	1	1	3	2	host	gene-PA5130	False	
gene-PA5257	13	29	0	0	0	0	host	gene-PA5257	False	
gene-PA2768	2	2	1	1	1	1	host	gene-PA2768	False	
gene-PA1634	14	3	0	0	2	3	host	kdpB	False	
gene-PHIKZ050	2	2	2531	2497	18508	21387	phage	gene-PHIKZ050	False	
gene-PHIKZ231	0	0	1108	1064	669	651	phage	gene-PHIKZ231	False	
gene-PA2206	6	4	0	1	0	0	host	gene-PA2206	False	
gene-PA3372	12	3	0	1	0	0	host	gene-PA3372	False	
gene-PA1230	2	1	0	1	0	0	host	gene-PA1230	False	
gene-PA2994	13	22	2	3	1	1	host	nqrF	False	
gene-PHIKZ107	1	0	297	296	394	377	phage	gene-PHIKZ107	False	
gene-PA1622	1	0	0	0	0	0	host	gene-PA1622	False	
gene-PA4877	12	4	0	0	0	0	host	gene-PA4877	False	
gene-PA2674	6	1	0	0	0	0	host	gene-PA2674	False	
gene-PA4627	5	9	5	7	2	9	host	gene-PA4627	False	
gene-PA1302	25	15	2	0	3	1	host	gene-PA1302	False	
gene-PA1814	5	5	2	0	1	0	host	gene-PA1814	False	
gene-PA3431	9	6	1	0	0	0	host	gene-PA3431	False	
gene-PA3341	5	16	3	3	5	4	host	gene-PA3341	False	
gene-PA3335	7	3	0	0	0	0	host	gene-PA3335	False	
gene-PA1683	4	8	1	0	1	0	host	gene-PA1683	False	
gene-PA3755	10	16	0	0	2	4	host	gene-PA3755	False	
gene-PA4662	8	16	6	2	2	0	host	murI	False	
gene-PA0394	11	27	2	2	4	2	host	gene-PA0394	False	
gene-PA2433	1	0	0	0	0	0	host	gene-PA2433	False	
gene-PA2837	9	4	0	0	0	0	host	gene-PA2837	False	
gene-PA1720	3	10	0	0	1	1	host	pscG	False	
gene-PA2948	2	5	0	0	0	1	host	cobM	False	
gene-PA3959	9	5	0	0	0	0	host	gene-PA3959	False	
gene-PA0710	1	0	1	1	0	1	host	gloA2	False	
gene-PA0467	9	2	0	0	0	0	host	gene-PA0467	False	
gene-PA2706	1	2	0	0	0	0	host	gene-PA2706	False	
gene-PA1461	8	10	0	0	0	2	host	motD	False	
gene-PA3455	11	13	0	0	2	2	host	gene-PA3455	False	
gene-PHIKZ104	0	0	176	178	991	908	phage	gene-PHIKZ104	False	
gene-PA5105	6	6	0	0	0	0	host	hutC	False	
gene-PA2327	2	5	0	0	0	0	host	gene-PA2327	False	
gene-PA2810	13	2	1	1	1	0	host	copS	False	
gene-PA3926	5	7	1	0	0	1	host	gene-PA3926	False	
gene-PHIKZ268	0	0	7056	6863	2991	2875	phage	gene-PHIKZ268	False	
gene-PA0218	23	9	0	0	0	0	host	gene-PA0218	False	
gene-PA4320	16	14	0	1	6	5	host	gene-PA4320	False	
gene-PA0343	8	8	1	0	0	0	host	gene-PA0343	False	
gene-PA0383	25	17	0	2	0	0	host	gene-PA0383	False	
gene-PA2694	2	1	0	0	1	7	host	gene-PA2694	False	
gene-PA0273	9	4	0	0	1	0	host	gene-PA0273	False	
gene-PA1951	7	6	1	1	1	0	host	gene-PA1951	False	
gene-PA2008	5	6	0	0	1	0	host	fahA	False	
gene-PA3189	9	5	1	1	1	1	host	gene-PA3189	False	
gene-PA3312	3	4	0	0	0	0	host	gene-PA3312	False	
gene-PA5097	12	5	0	0	0	0	host	gene-PA5097	False	
gene-PA0335	5	6	0	0	0	1	host	gene-PA0335	False	
gene-PA5047	16	18	7	6	5	8	host	gene-PA5047	False	
gene-PA0346	5	11	0	0	0	0	host	gene-PA0346	False	
gene-PA1542	6	2	1	2	4	4	host	gene-PA1542	False	
gene-PA1317	9	18	1	1	1	1	host	cyoA	False	
gene-PA3069	8	5	1	2	1	1	host	gene-PA3069	False	
gene-PA4864	11	4	0	0	1	0	host	ureD	False	
gene-PA3453	10	5	0	0	2	0	host	gene-PA3453	False	
gene-PA5126	12	13	0	0	0	1	host	gene-PA5126	False	
gene-PA5155	13	6	0	0	0	0	host	gene-PA5155	False	
gene-PA1454	13	18	3	1	4	5	host	fleN	False	
gene-PA2162	9	4	0	0	1	2	host	gene-PA2162	False	
gene-PA1315	2	8	1	0	0	0	host	gene-PA1315	False	
gene-PA1765	8	5	0	0	0	0	host	gene-PA1765	False	
gene-PA0562	12	5	1	0	3	2	host	gene-PA0562	False	
gene-PA4400	7	8	0	0	0	0	host	gene-PA4400	False	
gene-PA1658	6	4	1	0	0	0	host	gene-PA1658	False	
gene-PA4088	11	6	0	0	0	1	host	gene-PA4088	False	
gene-PA0073	6	1	0	0	0	1	host	gene-PA0073	False	
gene-PA2518	5	4	1	2	1	0	host	xylX	False	
gene-PA0890	7	21	4	3	0	1	host	aotM	False	
gene-PA2236	3	9	2	1	2	1	host	pslF	False	
gene-PHIKZ158	0	0	255	239	14250	14233	phage	gene-PHIKZ158	False	
gene-PA2425	2	3	0	0	0	0	host	pvdG	False	
gene-PA1396	5	4	1	0	1	0	host	gene-PA1396	False	
gene-PA2100	8	7	1	1	2	5	host	gene-PA2100	False	
gene-PA3942	11	13	0	0	2	0	host	tesB	False	
gene-PA1197	3	7	1	1	1	0	host	gene-PA1197	False	
gene-PHIKZ_p16	0	1	1168	1095	4691	4431	phage	gene-PHIKZ_p16	False	
gene-PA4191	10	8	0	0	0	0	host	gene-PA4191	False	
gene-PA2566	9	2	1	0	0	2	host	gene-PA2566	False	
gene-PA0949	1	7	0	0	1	0	host	wrbA	False	
gene-PA0144	6	7	0	0	0	0	host	gene-PA0144	False	
gene-PA2850	6	9	0	1	2	0	host	ohr	False	
gene-PA2622	3	5	7	7	9	8	host	cspD	False	
gene-PA1986	2	5	0	0	1	1	host	pqqB	False	
gene-PHIKZ083	0	1	424	406	34677	34500	phage	gene-PHIKZ083	False	
gene-PA1656	6	9	0	1	1	1	host	gene-PA1656	False	
gene-PA5062	8	7	0	1	0	0	host	gene-PA5062	False	
gene-PA0345	16	7	0	0	7	4	host	gene-PA0345	False	
gene-PA0828	5	5	0	0	0	0	host	gene-PA0828	False	
gene-PA4865	1	3	0	0	0	0	host	ureA	False	
gene-PA0960	3	2	0	1	0	0	host	gene-PA0960	False	
gene-PA4107	9	3	0	0	0	0	host	gene-PA4107	False	
gene-PA5550	9	25	5	4	6	5	host	glmR	False	
gene-PA5453	11	5	2	2	0	0	host	gmd	False	
gene-PA1639	1	3	0	0	0	0	host	gene-PA1639	False	
gene-PA2827	6	15	0	0	1	1	host	gene-PA2827	False	
gene-PA3571	10	8	0	0	0	0	host	mmsR	False	
gene-PA0775	7	16	3	3	6	4	host	gene-PA0775	False	
gene-PA0850	3	2	0	0	0	1	host	gene-PA0850	False	
gene-PHIKZ285	0	0	3768	3683	2083	2068	phage	gene-PHIKZ285	False	
gene-PA1212	11	5	1	2	3	0	host	gene-PA1212	False	
gene-PA0306	21	2	0	1	0	1	host	gene-PA0306	False	
gene-PA2088	1	0	0	0	0	1	host	gene-PA2088	False	
gene-PA4120	9	7	0	0	4	3	host	gene-PA4120	False	
gene-PA3375	4	1	0	0	0	0	host	gene-PA3375	False	
gene-PA0760	9	11	0	1	1	0	host	gene-PA0760	False	
gene-PA3662	6	6	0	0	2	2	host	gene-PA3662	False	
gene-PA2823	6	1	3	1	2	1	host	gene-PA2823	False	
gene-PA3546	18	6	0	0	0	2	host	algX	False	
gene-PA2255	2	0	0	0	0	0	host	pvcB	False	
gene-PA1778	4	0	4	2	7	6	host	cobA	False	
gene-PA4817	13	6	0	0	2	1	host	gene-PA4817	False	
gene-PA0404	8	9	0	1	0	0	host	gene-PA0404	False	
gene-PA0811	8	0	1	0	0	0	host	gene-PA0811	False	
gene-PA3698	3	7	1	0	0	0	host	gene-PA3698	False	
gene-PA0190	7	3	0	0	0	0	host	gene-PA0190	False	
gene-PA1042	3	1	1	0	0	0	host	gene-PA1042	False	
gene-PA1267	4	1	0	0	0	0	host	gene-PA1267	False	
gene-PA1363	5	7	0	0	0	1	host	gene-PA1363	False	
gene-PA3034	1	10	0	1	1	1	host	gene-PA3034	False	
gene-PA4077	0	2	0	0	0	1	host	gene-PA4077	False	
gene-PA4312	6	15	1	4	1	2	host	gene-PA4312	False	
gene-PA3233	12	7	0	0	0	0	host	gene-PA3233	False	
gene-PA0442	1	0	0	0	0	0	host	gene-PA0442	False	
gene-PA5132	21	8	1	0	0	1	host	gene-PA5132	False	
gene-PA3416	8	5	0	1	0	0	host	gene-PA3416	False	
gene-PA4325	4	10	1	0	0	1	host	gene-PA4325	False	
gene-PA1643a	2	6	1	0	0	0	host	gene-PA1643a	False	
gene-PA2842	4	7	0	1	1	1	host	gene-PA2842	False	
gene-PA2358	1	5	1	0	0	2	host	gene-PA2358	False	
gene-PA2253	10	13	0	2	0	1	host	ansA	False	
gene-PA3796	8	3	0	0	0	0	host	gene-PA3796	False	
gene-PA1345	10	5	2	1	0	1	host	gene-PA1345	False	
gene-PA0302	16	8	2	1	0	0	host	spuF	False	
gene-PA0582	5	12	0	0	0	2	host	folB	False	
gene-PA2929	5	4	0	2	0	0	host	gene-PA2929	False	
gene-PA0541	7	22	0	0	0	0	host	gene-PA0541	False	
gene-PA2094	5	1	0	0	0	1	host	gene-PA2094	False	
gene-PA4771	7	11	0	1	0	0	host	lldD	False	
gene-PA2910	8	1	0	0	0	0	host	gene-PA2910	False	
gene-PA2218	5	3	0	0	0	1	host	gene-PA2218	False	
gene-PA0918	6	7	2	2	0	1	host	gene-PA0918	False	
gene-PA0558	6	1	0	0	0	0	host	gene-PA0558	False	
gene-PA3969a	9	6	0	0	0	0	host	gene-PA3969a	False	
gene-PA5122	9	4	1	0	0	0	host	gene-PA5122	False	
gene-PA3879	5	3	0	0	0	0	host	narL	False	
gene-PA3096	3	7	0	0	0	1	host	xcpY	False	
gene-PA3772	7	4	1	0	0	0	host	gene-PA3772	False	
gene-PA2777	4	2	0	1	0	0	host	gene-PA2777	False	
gene-PHIKZ293	1	0	2223	2090	14694	14161	phage	gene-PHIKZ293	False	
gene-PA3405	9	2	0	0	0	0	host	hasE	False	
gene-PA3892	7	11	0	0	1	1	host	gene-PA3892	False	
gene-PA2922	8	1	0	1	0	0	host	gene-PA2922	False	
gene-PA2675	3	2	0	0	0	0	host	gene-PA2675	False	
gene-PA5475	5	7	1	0	2	0	host	gene-PA5475	False	
gene-PA0031	22	4	1	3	1	2	host	betC	False	
gene-PHIKZ005	0	1	2353	2193	1491	1419	phage	gene-PHIKZ005	False	
gene-PHIKZ051	1	0	3499	3490	7713	7626	phage	gene-PHIKZ051	False	
gene-PA0911	1	0	0	0	0	0	host	gene-PA0911	False	
gene-PA1240	1	5	0	1	2	0	host	gene-PA1240	False	
gene-PA2712	3	2	0	0	1	0	host	gene-PA2712	False	
gene-PA1021	6	3	1	1	0	0	host	gene-PA1021	False	
gene-PA5498	8	10	1	1	1	0	host	gene-PA5498	False	
gene-PA2015	7	7	2	4	3	2	host	liuA	False	
gene-PA3440a	4	4	6	6	3	6	host	gene-PA3440a	False	
gene-PA2410	5	1	2	0	3	1	host	gene-PA2410	False	
gene-PA2788	5	1	1	0	0	3	host	gene-PA2788	False	
gene-PA1744	0	0	0	0	0	0	host	gene-PA1744	False	
gene-PA0795	13	6	6	7	3	2	host	prpC	False	
gene-PA1366	3	12	5	5	2	1	host	gene-PA1366	False	
gene-PA1631	7	4	1	0	10	4	host	gene-PA1631	False	
gene-PA3568	16	6	0	1	1	2	host	gene-PA3568	False	
gene-PA3373	5	4	0	0	0	0	host	gene-PA3373	False	
gene-PA2039	6	3	2	1	0	1	host	gene-PA2039	False	
gene-PA5275	3	18	0	0	0	0	host	gene-PA5275	False	
gene-PA0320	4	11	0	0	0	0	host	gene-PA0320	False	
gene-PA5127	13	18	0	1	2	0	host	gene-PA5127	False	
gene-PA0540	3	0	0	0	0	0	host	gene-PA0540	False	
gene-PA5518	23	20	7	3	8	7	host	gene-PA5518	False	
gene-PA1101	27	26	3	1	3	1	host	fliF	False	
gene-PA4030	7	9	2	0	0	1	host	gene-PA4030	False	
gene-PHIKZ_p14	0	0	4053	3865	5573	5382	phage	gene-PHIKZ_p14	False	
gene-PA3366	15	24	1	1	1	1	host	amiE	False	
gene-PA3825	9	15	1	0	1	0	host	gene-PA3825	False	
gene-PA0399	11	8	0	0	0	5	host	gene-PA0399	False	
gene-PA5505	13	21	4	6	1	0	host	gene-PA5505	False	
gene-PA5473	23	5	2	1	0	0	host	gene-PA5473	False	
gene-PA3738	13	4	0	0	1	0	host	xerD	False	
gene-PA2708	4	2	0	0	0	1	host	gene-PA2708	False	
gene-PA3603	4	7	0	0	0	1	host	dgkA	False	
gene-PA5008	12	20	0	0	1	1	host	gene-PA5008	False	
gene-PA3788	8	4	0	0	1	2	host	gene-PA3788	False	
gene-PA4296	6	5	0	0	0	0	host	pprB	False	
gene-PA1428a	9	2	1	2	0	0	host	gene-PA1428a	False	
gene-PA2276	6	2	0	1	0	0	host	gene-PA2276	False	
gene-PA2284	2	2	0	0	0	1	host	gene-PA2284	False	
gene-PA3251	4	1	0	0	0	0	host	gene-PA3251	False	
gene-PA1132	10	7	0	0	0	0	host	gene-PA1132	False	
gene-PA2714	11	5	0	1	1	0	host	gene-PA2714	False	
gene-PA3558	4	3	0	0	1	0	host	arnF	False	
gene-PA3289	2	0	0	0	1	0	host	gene-PA3289	False	
gene-PA5143	20	26	3	1	9	9	host	hisB	False	
gene-PA1653	5	4	0	0	2	0	host	gene-PA1653	False	
gene-PA3059	9	2	0	0	1	1	host	pelF	False	
gene-PA1934	1	1	0	1	0	1	host	gene-PA1934	False	
gene-PA2142	5	1	0	0	0	0	host	gene-PA2142	False	
gene-PA0528	9	11	0	1	0	0	host	gene-PA0528	False	
gene-PHIKZ205	0	1	427	410	190	180	phage	gene-PHIKZ205	False	
gene-PA2480	6	7	0	0	0	0	host	gene-PA2480	False	
gene-PA1174	13	17	2	1	1	2	host	napA	False	
gene-PA0070	29	11	2	2	6	3	host	gene-PA0070	False	
gene-PA4533	7	5	0	0	0	1	host	gene-PA4533	False	
gene-PA2553	6	6	0	0	0	0	host	gene-PA2553	False	
gene-PHIKZ199	0	0	133	131	6671	6495	phage	gene-PHIKZ199	False	
gene-PA1691	4	5	0	0	0	1	host	pscT	False	
gene-PA3053	5	6	0	2	1	0	host	gene-PA3053	False	
gene-PA2691	7	2	0	0	0	0	host	gene-PA2691	False	
gene-PA3808	7	21	0	0	1	2	host	gene-PA3808	False	
gene-PA3860	9	7	4	3	8	3	host	gene-PA3860	False	
gene-PA1112a	10	5	3	2	3	1	host	gene-PA1112a	False	
gene-PA1913	8	3	0	0	4	1	host	gene-PA1913	False	
gene-PA3330	5	4	0	2	0	0	host	gene-PA3330	False	
gene-PA4329	17	20	5	7	2	6	host	pykA	False	
gene-PA5259	10	11	0	0	0	0	host	hemD	False	
gene-PA3337	5	4	1	1	0	0	host	rfaD	False	
gene-PA1562	10	10	1	5	6	4	host	acnA	False	
gene-PA4134	3	2	0	0	1	0	host	gene-PA4134	False	
gene-PA3817	10	14	2	2	1	2	host	gene-PA3817	False	
gene-PA1057	8	8	0	0	0	0	host	gene-PA1057	False	
gene-PA2897	11	9	1	1	1	3	host	gene-PA2897	False	
gene-PA3780	5	1	0	0	1	0	host	gene-PA3780	False	
gene-PA1861	9	1	0	0	0	1	host	modC	False	
gene-PA3316	3	3	0	0	0	0	host	gene-PA3316	False	
gene-PHIKZ289	1	0	4924	4815	2029	5298	phage	gene-PHIKZ289	False	
gene-PHIKZ072	1	2	1649	1605	4321	4239	phage	gene-PHIKZ072	False	
gene-PA1567	6	3	0	1	1	1	host	gene-PA1567	False	
gene-PA4016	11	10	0	0	1	1	host	gene-PA4016	False	
gene-PA1487	6	3	1	0	0	1	host	gene-PA1487	False	
gene-PA2174	3	2	0	0	1	0	host	gene-PA2174	False	
gene-PA4984	7	8	1	0	1	1	host	gene-PA4984	False	
gene-PA1289	3	2	0	0	0	0	host	gene-PA1289	False	
gene-PA4192	11	5	0	0	0	0	host	gene-PA4192	False	
gene-PA5282	8	3	0	0	0	0	host	gene-PA5282	False	
gene-PA4637	5	27	4	4	4	5	host	gene-PA4637	False	
gene-PA4557	8	23	1	1	0	0	host	lytB	False	
gene-PA5104	7	1	1	1	0	0	host	gene-PA5104	False	
gene-PA0118	9	6	2	1	1	3	host	gene-PA0118	False	
gene-PA4020	27	25	3	0	2	5	host	mpl	False	
gene-PHIKZ006	0	1	1324	1231	771	774	phage	gene-PHIKZ006	False	
gene-PA0599	10	3	1	0	1	6	host	gene-PA0599	False	
gene-PA0472	7	5	0	0	0	0	host	gene-PA0472	False	
gene-PA0455	16	12	0	0	1	0	host	dbpA	False	
gene-PA1617	16	15	5	2	1	2	host	gene-PA1617	False	
gene-PA4057	10	23	0	0	1	0	host	nrdR	False	
gene-PHIKZ_p39	1	0	422	422	717	666	phage	gene-PHIKZ_p39	False	
gene-PA1762	4	3	0	1	1	1	host	gene-PA1762	False	
gene-PA1680	4	7	0	3	3	3	host	gene-PA1680	False	
gene-PA5009	10	14	0	1	0	1	host	waaP	False	
gene-PA3720	6	6	1	1	0	0	host	gene-PA3720	False	
gene-PA3899	22	2	0	0	0	0	host	gene-PA3899	False	
gene-PA4969	10	21	1	1	2	0	host	cpdA	False	
gene-PA1788	4	8	0	0	0	0	host	gene-PA1788	False	
gene-PA4356	7	5	2	4	2	1	host	xenB	False	
gene-PA0445	9	8	0	0	0	2	host	gene-PA0445	False	
gene-PA1828	8	2	0	0	0	0	host	gene-PA1828	False	
gene-PA0638	4	7	1	1	3	1	host	gene-PA0638	False	
gene-PA3379	3	4	0	0	0	0	host	gene-PA3379	False	
gene-PA2394	7	6	0	0	4	2	host	pvdN	False	
gene-PA1327	11	6	1	0	4	4	host	gene-PA1327	False	
gene-PA3939	16	7	0	0	0	0	host	gene-PA3939	False	
gene-PA1335	3	2	0	0	0	0	host	gene-PA1335	False	
gene-PA1337	13	3	1	2	0	0	host	ansB	False	
gene-PA0793	7	4	1	0	0	0	host	gene-PA0793	False	
gene-PA1484	3	0	0	0	0	0	host	gene-PA1484	False	
gene-PA3594	9	9	0	0	0	1	host	gene-PA3594	False	
gene-PA3130	5	2	0	0	0	2	host	gene-PA3130	False	
gene-PA2140	0	1	0	0	0	0	host	gene-PA2140	False	
gene-PA4709	6	0	5	3	1	2	host	gene-PA4709	False	
gene-PA2375	0	5	0	0	0	0	host	gene-PA2375	False	
gene-PA1115	19	21	0	0	0	0	host	gene-PA1115	False	
gene-PA3651	7	28	0	0	0	0	host	cdsA	False	
gene-PA4920	19	3	1	1	2	2	host	nadE	False	
gene-PA3077	6	3	0	0	0	0	host	gene-PA3077	False	
gene-PA3085	2	13	0	0	0	0	host	gene-PA3085	False	
gene-PA4860	24	3	0	0	0	0	host	gene-PA4860	False	
gene-PA3228	15	10	1	2	3	0	host	gene-PA3228	False	
gene-PA2542	20	20	1	0	6	6	host	gene-PA2542	False	
gene-PA0496	12	7	0	0	0	0	host	gene-PA0496	False	
gene-PA1996	1	10	0	0	0	0	host	ppiC1	False	
gene-PA4957	4	6	3	1	2	5	host	psd	False	
gene-PA0451	12	8	0	0	0	0	host	gene-PA0451	False	
gene-PA5503	12	12	6	3	1	0	host	gene-PA5503	False	
gene-PA0280	14	6	0	0	0	0	host	cysA	False	
gene-PA5425	19	20	4	2	8	3	host	purK	False	
gene-PA3460	17	13	0	0	0	0	host	gene-PA3460	False	
gene-PA4393	23	22	2	1	10	2	host	ampG	False	
gene-PA0932	7	20	4	3	4	4	host	cysM	False	
gene-PA2326	6	7	0	0	0	0	host	gene-PA2326	False	
gene-PA0196	16	9	0	0	1	1	host	pntB	False	
gene-PA3924	15	12	0	2	0	1	host	gene-PA3924	False	
gene-PHIKZ_t07	0	0	12	25	287	268	phage	gene-PHIKZ_t07	False	
gene-PA0367a	4	10	0	0	1	0	host	gene-PA0367a	False	
gene-PA4495	12	8	0	0	1	0	host	gene-PA4495	False	
gene-PA2473	7	3	0	0	3	1	host	gene-PA2473	False	
gene-PA1774	7	30	0	2	2	1	host	crfX	False	
gene-PA1638	2	8	0	0	0	1	host	gene-PA1638	False	
gene-PA0340	13	6	3	2	6	6	host	gene-PA0340	False	
gene-PA2335	14	10	0	2	1	1	host	gene-PA2335	False	
gene-PA3929	12	10	0	0	1	1	host	cioB	False	
gene-PA1031	16	23	1	1	1	0	host	gene-PA1031	False	
gene-PA3731	13	6	0	0	1	2	host	gene-PA3731	False	
gene-PA3914	9	3	0	0	0	0	host	moeA1	False	
gene-PA3710	12	9	0	0	0	2	host	gene-PA3710	False	
gene-PA2057	12	1	0	0	1	0	host	gene-PA2057	False	
gene-PA4707	7	5	0	0	2	3	host	gene-PA4707	False	
gene-PA2011	11	5	1	0	2	3	host	liuE	False	
gene-PA2649	5	27	4	1	1	3	host	nuoN	False	
gene-PA4505	3	7	5	4	0	3	host	gene-PA4505	False	
gene-PA3574	4	4	0	0	0	1	host	nalD	False	
gene-PA1979	5	0	0	0	0	1	host	eraS	False	
gene-PA1239	8	0	0	0	1	0	host	gene-PA1239	False	
gene-PA2012	6	3	1	1	1	5	host	liuD	False	
gene-PA5383	9	3	0	0	4	4	host	gene-PA5383	False	
gene-PA0702	6	0	2	0	0	3	host	gene-PA0702	False	
gene-PA1326	4	3	0	0	0	0	host	ilvA2	False	
gene-PA0050	3	4	1	0	0	0	host	gene-PA0050	False	
gene-PA2242	6	8	4	7	4	2	host	pslL	False	
gene-PA0952	3	5	1	4	6	4	host	gene-PA0952	False	
gene-PA5512	28	13	0	0	0	1	host	mifS	False	
gene-PA1661	3	5	1	0	0	0	host	gene-PA1661	False	
gene-PA4754	7	13	3	2	4	2	host	gene-PA4754	False	
gene-PA0925	1	3	1	1	0	0	host	gene-PA0925	False	
gene-PA3741	5	12	4	2	7	8	host	gene-PA3741	False	
gene-PA4668	4	4	1	0	3	0	host	gene-PA4668	False	
gene-PA0744	8	3	0	0	0	0	host	gene-PA0744	False	
gene-PA3593	8	6	1	1	1	4	host	gene-PA3593	False	
gene-PA4552	9	5	1	2	0	2	host	pilW	False	
gene-PA0578	3	19	2	3	2	3	host	gene-PA0578	False	
gene-PA5333	3	10	1	2	3	2	host	gene-PA5333	False	
gene-PA3062	7	0	1	0	1	0	host	pelC	False	
gene-PA0891	16	21	2	1	4	6	host	gene-PA0891	False	
gene-PA3435	4	7	0	0	1	1	host	gene-PA3435	False	
gene-PA0107	9	2	0	0	0	0	host	gene-PA0107	False	
gene-PA2281	4	4	0	1	0	1	host	gene-PA2281	False	
gene-PA1179	9	17	5	6	2	2	host	phoP	False	
gene-PA4511	12	4	1	0	0	0	host	gene-PA4511	False	
gene-PA3309	5	14	0	0	0	0	host	gene-PA3309	False	
gene-PA5254	12	5	1	1	1	1	host	gene-PA5254	False	
gene-PA5141	9	18	1	1	0	0	host	hisA	False	
gene-PA3023	8	1	0	0	0	0	host	gene-PA3023	False	
gene-PA0267	13	5	1	1	2	1	host	gene-PA0267	False	
gene-PA1287	9	3	0	0	1	0	host	gene-PA1287	False	
gene-PHIKZ221	0	0	3658	3149	4536	3976	phage	gene-PHIKZ221	False	
gene-PA2063	2	15	2	1	0	2	host	gene-PA2063	False	
gene-PA3433	10	4	0	1	0	0	host	gene-PA3433	False	
gene-PA3462	24	7	0	0	2	3	host	gene-PA3462	False	
gene-PA4841	8	9	0	0	0	0	host	gene-PA4841	False	
gene-PA1886	6	6	2	0	0	0	host	polB	False	
gene-PA0210	2	1	0	0	0	0	host	mdcC	False	
gene-PA5074	17	5	0	0	0	0	host	gene-PA5074	False	
gene-PA3949	14	10	0	0	0	0	host	gene-PA3949	False	
gene-PA0500	16	18	6	5	4	2	host	bioB	False	
gene-PA0103	19	14	0	0	0	0	host	gene-PA0103	False	
gene-PA2098	6	1	0	0	2	0	host	gene-PA2098	False	
gene-PA2054	1	3	0	0	1	0	host	cynR	False	
gene-PA1269	7	5	0	1	0	1	host	gene-PA1269	False	
gene-PA4211	7	1	0	0	0	0	host	phzB1	False	
gene-PA3089a	6	7	0	0	0	0	host	gene-PA3089a	False	
gene-PA1110	4	8	0	0	0	0	host	gene-PA1110	False	
gene-PA5149	21	7	2	3	2	1	host	gene-PA5149	False	
gene-PA3421	12	14	0	0	0	0	host	gene-PA3421	False	
gene-PA4435	14	6	0	0	1	0	host	gene-PA4435	False	
gene-PA1104	13	13	0	1	2	0	host	fliI	False	
gene-PA0494	8	2	0	0	0	1	host	gene-PA0494	False	
gene-PA4584	14	6	2	1	5	2	host	gene-PA4584	False	
gene-PA0502	3	9	0	0	0	0	host	gene-PA0502	False	
gene-PA4392	3	3	0	5	0	2	host	gene-PA4392	False	
gene-PA0526	0	0	0	0	0	0	host	gene-PA0526	False	
gene-PA2942	7	4	0	0	1	0	host	gene-PA2942	False	
gene-PA4205	4	3	0	1	0	0	host	mexG	False	
gene-PA1902	2	5	0	0	0	0	host	phzD2	False	
gene-PA5567	19	21	0	0	0	0	host	gene-PA5567	False	
gene-PA3352	12	15	1	1	6	5	host	gene-PA3352	False	
gene-PA5103	6	6	0	0	0	0	host	gene-PA5103	False	
gene-PA2169	2	0	0	0	0	0	host	gene-PA2169	False	
