Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS02040	1118	1099	1335	714	702	717	317	403	420	host	gene-VC_RS02040	False	
gene-VC_RS15325	236	225	309	316	326	260	454	506	544	host	gene-VC_RS15325	False	
gene-VC_RS17300	720	736	978	612	610	487	990	823	959	host	gene-VC_RS17300	False	
gene-VC_RS07130	271	257	313	256	366	206	377	576	595	host	gene-VC_RS07130	False	
gene-VC_RS05220	288	305	342	205	235	171	288	380	367	host	gene-VC_RS05220	False	
gene-VC_RS16065	597	658	841	617	739	640	663	749	833	host	gene-VC_RS16065	False	
gene-VC_RS09810	1605	1833	2459	1620	1584	1328	1610	1573	1775	host	yejK	False	
gene-VPVV882_gp54	585	602	719	2372	3947	3497	9034	14652	14185	phage	gene-VPVV882_gp54	False	
gene-VC_RS09950	1793	2200	2262	1779	1840	1475	1740	1434	1532	host	cheY	False	
gene-VC_RS10440	748	673	904	597	761	665	618	977	861	host	kdsA	False	
gene-VC_RS11220	147	157	172	181	176	125	182	211	218	host	gene-VC_RS11220	False	
gene-VC_RS10330	189	206	236	257	267	231	265	309	295	host	gene-VC_RS10330	False	
gene-VC_RS16960	210	128	215	157	271	234	61	147	110	host	gene-VC_RS16960	False	
gene-VPVV882_gp06	2310	1774	2304	15745	22205	21435	45910	62316	58782	phage	gene-VPVV882_gp06	False	
gene-VC_RS08280	1960	2152	2476	1798	2205	2020	2025	2526	2688	host	gene-VC_RS08280	False	
gene-VC_RS15615	193	222	274	239	353	269	208	362	341	host	gene-VC_RS15615	False	
gene-VC_RS18655	187	338	275	219	165	142	443	256	280	host	gene-VC_RS18655	False	
gene-VC_RS11605	885	924	1125	717	799	746	609	825	899	host	rsmH	False	
gene-VC_RS07655	83	77	80	99	90	70	109	120	131	host	gene-VC_RS07655	False	
gene-VC_RS06220	431	511	569	322	472	365	388	390	382	host	gene-VC_RS06220	False	
gene-VC_RS05995	621	713	891	824	936	953	750	783	959	host	ihfA	False	
gene-VC_RS13640	1326	1405	1592	928	1093	874	762	928	879	host	gene-VC_RS13640	False	
gene-VC_RS07060	64	59	89	78	88	67	104	142	132	host	zot	False	
gene-VC_RS07450	816	898	1149	1266	1386	1050	1770	2221	2343	host	vcmA	False	
gene-VC_RS10730	373	398	498	465	990	697	290	706	459	host	gene-VC_RS10730	False	
gene-VC_RS01700	805	1124	1539	778	1409	1429	697	763	838	host	gene-VC_RS01700	False	
gene-VC_RS15580	666	646	894	818	1063	906	1568	2361	2472	host	gene-VC_RS15580	False	
gene-VC_RS16010	420	405	497	416	462	390	725	825	785	host	gene-VC_RS16010	False	
gene-VC_RS06945	616	571	715	357	347	299	344	336	302	host	gene-VC_RS06945	False	
gene-VC_RS05380	115	133	132	92	91	83	100	101	118	host	gene-VC_RS05380	False	
gene-VC_RS17980	321	369	539	252	327	288	328	381	372	host	gene-VC_RS17980	False	
gene-VC_RS14175	429	524	632	492	457	475	506	595	605	host	gene-VC_RS14175	False	
gene-VC_RS00555	662	519	705	531	557	464	340	371	399	host	gene-VC_RS00555	False	
gene-VC_RS01675	1444	1616	1972	1454	1744	1556	1535	1538	1514	host	rsgA	False	
gene-VC_RS09455	906	917	1091	1223	1406	1150	1751	1774	1880	host	gene-VC_RS09455	False	
gene-VC_RS13175	551	574	628	572	661	459	415	483	495	host	hslR	False	
gene-VC_RS09660	604	567	689	452	646	474	623	936	844	host	gene-VC_RS09660_gene_pyk	False	
gene-VC_RS02470	1325	1283	1629	1337	1415	1232	1223	1170	1345	host	gene-VC_RS02470	False	
gene-VC_RS00400	1031	1263	1430	1060	1436	1070	1493	1439	1415	host	gene-VC_RS00400	False	
gene-VPVV882_gp29	1125	1059	1141	2305	3544	2731	8825	11811	11172	phage	gene-VPVV882_gp29	False	
gene-VC_RS06590	263	236	302	272	246	170	276	271	323	host	gene-VC_RS06590	False	
gene-VC_RS10715	263	274	358	187	184	166	109	127	117	host	gene-VC_RS10715	False	
gene-VC_RS13345	358	341	358	260	282	283	264	275	278	host	fadA	False	
gene-VC_RS00210	867	854	1152	855	1255	1093	638	986	1019	host	def	False	
gene-VC_RS04810	2210	3216	4087	1621	1899	1666	1312	1258	1429	host	chiP	False	
gene-VC_RS16375	160	207	201	202	322	245	341	393	397	host	gene-VC_RS16375	False	
gene-VC_RS04450	1099	1074	1407	856	918	1008	731	1015	899	host	ppnN	False	
gene-VC_RS09105	1187	1086	1440	1073	1053	952	1012	1176	1258	host	gene-VC_RS09105	False	
gene-VC_RS01670	1435	1568	1884	1533	1760	1551	1889	2155	2009	host	gene-VC_RS01670_gene_asd	False	
gene-VC_RS03245	1503	1535	2330	1301	2318	2450	1132	1366	1297	host	gene-VC_RS03245	False	
gene-VC_RS11225	1297	1465	1808	1048	2008	1175	771	1037	1029	host	gene-VC_RS11225	False	
gene-VC_RS13460	288	340	396	318	349	281	385	445	460	host	gene-VC_RS13460	False	
gene-VC_RS04310	1556	1482	1913	1382	1508	1769	2280	2430	2447	host	mltF	False	
gene-VC_RS04555	125	113	161	133	156	133	188	243	221	host	vpsA	False	
gene-VC_RS01015	561	581	843	547	645	604	658	639	724	host	gene-VC_RS01015	False	
gene-VC_RS12050	1325	1437	1836	1131	1598	1283	1303	1703	1672	host	gene-VC_RS12050	False	
gene-VC_RS14560	773	1140	1178	793	831	601	1522	957	1159	host	gene-VC_RS14560	False	
gene-VC_RS11730	540	586	675	454	679	423	697	795	893	host	nudF	False	
gene-VC_RS04985	940	1146	1404	683	848	678	683	754	798	host	nth	False	
gene-VC_RS07015	104	121	130	137	134	123	155	228	194	host	gene-VC_RS07015	False	
gene-VC_RS17695	1219	1106	1467	948	1029	935	660	799	865	host	gene-VC_RS17695	False	
gene-VC_RS12285	1079	1185	1530	977	1191	1009	748	996	944	host	gene-VC_RS12285	False	
gene-VC_RS17340	595	702	664	499	1180	932	536	1123	831	host	gene-VC_RS17340	False	
gene-VC_RS09600	767	872	1011	817	1107	739	1118	1354	1450	host	ansA	False	
gene-VC_RS09835	414	464	565	319	415	345	526	640	759	host	gene-VC_RS09835	False	
gene-VC_RS08235	176	190	248	195	240	168	258	288	330	host	yciA	False	
gene-VC_RS11660	131	144	185	134	161	169	159	372	251	host	ampD	False	
gene-VC_RS10970	1521	642	794	593	883	779	805	991	786	host	ribD	False	
gene-VC_RS17490	265	243	306	158	133	120	134	171	218	host	gene-VC_RS17490	False	
gene-VC_RS07280	115	134	165	102	115	83	148	171	156	host	gene-VC_RS07280	False	
gene-VC_RS17670	733	802	708	1103	1260	988	764	974	1031	host	gene-VC_RS17670	False	
gene-VC_RS07720	281	281	355	212	252	177	256	324	298	host	gene-VC_RS07720	False	
gene-VC_RS09565	240	289	294	265	279	217	168	276	271	host	gene-VC_RS09565	False	
gene-VC_RS00665	492	410	434	458	441	350	283	323	295	host	gene-VC_RS00665	False	
gene-VC_RS18340	307	342	485	390	631	511	530	800	806	host	trmY	False	
gene-VC_RS02670	949	1223	1376	996	927	768	1150	1059	1139	host	folK	False	
gene-VC_RS17840	455	501	626	682	1046	873	518	952	747	host	gene-VC_RS17840	False	
gene-VC_RS02360	862	819	913	777	786	628	581	586	626	host	proC	False	
gene-VC_RS18130	265	278	349	223	309	237	277	365	393	host	nhaD	False	
gene-VC_RS06415	113	109	139	125	156	119	189	335	300	host	gene-VC_RS06415	False	
gene-VC_RS03400	2136	950	1073	584	630	543	569	551	587	host	gene-VC_RS03400	False	
gene-VC_RS04455	2497	2590	3057	1913	2288	1810	2241	2781	2905	host	gene-VC_RS04455	False	
gene-VC_RS13880	218	241	275	257	294	256	253	301	274	host	tssB	False	
gene-VC_RS05805	363	375	442	294	392	285	467	502	530	host	gene-VC_RS05805	False	
gene-VC_RS04350	261	282	307	217	302	185	217	372	298	host	tsaA	False	
gene-VC_RS00360	880	1067	1150	876	1043	823	2600	1257	1293	host	gene-VC_RS00360	False	
gene-VC_RS04740	449	473	596	310	391	351	247	249	266	host	gene-VC_RS04740	False	
gene-VC_RS06170	1661	1895	2056	2053	2198	1898	2268	2541	2758	host	gene-VC_RS06170	False	
gene-VC_RS07915	567	641	646	645	594	465	714	824	816	host	gene-VC_RS07915	False	
gene-VC_RS13470	1410	1496	1652	913	1120	1122	862	816	816	host	malT	False	
gene-VC_RS14070	764	856	1078	1011	1129	997	1187	1202	1434	host	gene-VC_RS14070_gene_def	False	
gene-VC_RS18315	96	85	91	85	71	63	64	98	92	host	gene-VC_RS18315	False	
gene-VC_RS00545	942	1128	1197	630	588	514	592	456	454	host	gene-VC_RS00545	False	
gene-VC_RS05735	679	669	792	497	572	588	280	365	427	host	trpB	False	
gene-VC_RS07555	110	120	144	125	173	139	192	267	266	host	gene-VC_RS07555	False	
gene-VC_RS13180	1842	1934	2251	1745	2312	1613	1394	1581	1733	host	hslO	False	
gene-VC_RS03805	2902	3104	3812	2326	2447	2077	2108	2364	2345	host	ispG	False	
gene-VC_RS10925	1052	1214	1373	1126	1543	1143	1058	1434	1432	host	map	False	
gene-VC_RS16175	82	78	88	69	88	94	89	100	114	host	gene-VC_RS16175	False	
gene-VC_RS02285	497	582	630	516	551	481	559	676	672	host	gene-VC_RS02285	False	
gene-VC_RS12965	501	465	550	375	511	383	423	447	491	host	cpxA	False	
gene-VC_RS12130	684	1231	1154	761	999	849	1241	938	1046	host	gene-VC_RS12130	False	
gene-VPVV882_gp52	406	410	483	1456	2163	2198	8867	13847	14217	phage	gene-VPVV882_gp52	False	
gene-VC_RS17730	1976	2204	2492	1692	1742	1449	1746	1933	1899	host	pyrC	False	
gene-VC_RS12195	1258	1319	1703	1000	1272	976	952	1168	1188	host	lptB	False	
gene-VC_RS00025	1178	1167	1687	1296	1889	1267	1151	1595	1508	host	rnpA	False	
gene-VC_RS00950	193	231	281	234	316	260	377	545	480	host	ggt	False	
gene-VC_RS02980	908	943	1119	1095	1542	1116	1259	2151	1754	host	hpt	False	
gene-VC_RS08900	986	1095	1382	866	998	872	987	1059	1114	host	ruvB	False	
gene-VC_RS03700	201	224	291	130	169	177	168	192	185	host	aceA	False	
gene-VC_RS10255	552	563	645	393	506	380	279	333	311	host	fliH	False	
gene-VC_RS10495	237	173	373	167	409	259	53	121	152	host	gene-VC_RS10495	False	
gene-VC_RS14970	832	967	1202	1080	998	870	1444	1332	1583	host	gene-VC_RS14970	False	
gene-VC_RS05180	1849	2169	2465	1489	1789	1443	1482	1771	1983	host	dnaX	False	
gene-VC_RS06225	227	294	321	199	250	204	126	169	178	host	gene-VC_RS06225	False	
gene-VC_RS06395	221	291	282	211	238	191	261	360	379	host	gene-VC_RS06395_gene_alr	False	
gene-VC_RS07920	240	223	294	243	324	239	356	390	391	host	rsuA	False	
gene-VC_RS01465	2087	2568	2948	1740	2097	1615	1991	2090	2122	host	gppA	False	
gene-VC_RS03055	2001	2304	2646	1611	1935	1549	1382	1688	1817	host	gene-VC_RS03055	False	
gene-VC_RS09325	244	247	275	295	316	267	551	476	499	host	gene-VC_RS09325	False	
gene-VC_RS12190	784	747	953	541	774	622	390	549	496	host	lptA	False	
gene-VC_RS12655	566	581	770	577	711	577	611	840	777	host	gene-VC_RS12655	False	
gene-VC_RS10400	1089	1189	1480	945	1104	900	929	1185	1132	host	gene-VC_RS10400	False	
gene-VC_RS05845	352	399	544	380	403	333	449	632	637	host	gene-VC_RS05845	False	
gene-VC_RS05480	54	62	84	92	110	97	108	199	125	host	gene-VC_RS05480	False	
gene-VC_RS12240	714	931	995	626	796	533	662	699	803	host	thiQ	False	
gene-VC_RS13305	141	166	224	120	212	163	82	164	125	host	gene-VC_RS13305	False	
gene-VC_RS12080	243	226	250	242	182	134	168	212	203	host	gene-VC_RS12080	False	
gene-VC_RS12795	453	560	599	295	364	282	211	277	274	host	frdA	False	
gene-VC_RS10490	1836	2040	2208	2274	2511	2026	2354	2538	2467	host	ychF	False	
gene-VC_RS15300	722	831	1115	777	995	796	871	1381	1363	host	gene-VC_RS15300	False	
gene-VC_RS06460	245	234	269	160	203	180	226	301	266	host	mglA	False	
gene-VC_RS15660	408	436	530	375	481	469	579	792	808	host	gene-VC_RS15660	False	
gene-VC_RS00365	692	704	845	691	779	575	813	957	909	host	gene-VC_RS00365	False	
gene-VC_RS17135	126	153	208	117	154	127	157	210	258	host	gene-VC_RS17135	False	
gene-VC_RS18345	395	344	439	488	592	573	502	865	711	host	ribB	False	
gene-VC_RS09345	714	816	972	677	810	628	702	767	833	host	gene-VC_RS09345	False	
gene-VC_RS01515	944	687	1362	587	737	762	382	840	715	host	gene-VC_RS01515	False	
gene-VC_RS14260	492	608	617	408	578	478	464	561	589	host	gene-VC_RS14260	False	
gene-VC_RS13410	2481	2676	2904	1748	2038	1828	1184	1414	1336	host	gene-VC_RS13410	False	
gene-VC_RS13965	200	291	394	375	828	998	801	737	1126	host	gene-VC_RS13965	False	
gene-VC_RS17900	522	574	714	591	610	630	1457	1767	1973	host	gene-VC_RS17900	False	
gene-VPVV882_gp03	186	153	194	1803	3493	2858	5075	10102	8674	phage	gene-VPVV882_gp03	False	
gene-VC_RS10295	672	715	1157	652	779	672	521	585	669	host	gene-VC_RS10295	False	
gene-VC_RS08245	270	315	392	199	308	192	179	266	325	host	gene-VC_RS08245	False	
gene-VC_RS13445	1441	2182	2276	1367	1328	965	1130	727	869	host	gene-VC_RS13445	False	
gene-VC_RS00195	1074	1064	1175	830	922	797	626	794	902	host	trkA	False	
gene-VC_RS12305	554	514	557	456	618	512	514	647	707	host	gene-VC_RS12305	False	
gene-VC_RS13335	323	325	406	387	470	365	453	583	530	host	gene-VC_RS13335	False	
gene-VC_RS01365	105	101	109	63	108	64	83	103	110	host	gene-VC_RS01365	False	
gene-VC_RS13500	82	89	130	75	94	69	73	112	62	host	vasW	False	
gene-VC_RS15385	142	146	209	168	192	141	217	283	368	host	gene-VC_RS15385	False	
gene-VC_RS18415	1661	1653	2276	1326	1824	1355	1137	1528	1480	host	gene-VC_RS18415	False	
gene-VC_RS16220	450	487	571	274	339	238	252	371	359	host	gene-VC_RS16220	False	
gene-VC_RS12720	62	133	73	80	72	49	70	63	88	host	gene-VC_RS12720	False	
gene-VC_RS05505	98	114	130	112	157	136	90	171	135	host	gene-VC_RS05505	False	
gene-VC_RS03515	725	882	1061	682	789	680	496	472	526	host	gene-VC_RS03515	False	
gene-VC_RS17770	116	137	106	167	182	158	155	249	291	host	gene-VC_RS17770	False	
gene-VC_RS14180	681	741	772	514	622	352	376	455	454	host	gene-VC_RS14180	False	
gene-VC_RS01040	767	825	1033	639	725	576	620	761	723	host	gene-VC_RS01040	False	
gene-VC_RS07740	1029	1233	1490	804	791	704	544	585	629	host	gene-VC_RS07740	False	
gene-VC_RS18295	199	239	284	180	293	244	301	438	458	host	gene-VC_RS18295	False	
gene-VC_RS16765	445	522	595	418	481	323	450	607	656	host	gene-VC_RS16765	False	
gene-VC_RS08285	151	131	169	130	186	126	95	132	106	host	gene-VC_RS08285	False	
gene-VC_RS07360	274	296	334	259	280	192	283	351	339	host	gene-VC_RS07360	False	
gene-VC_RS16380	198	182	195	197	272	189	212	354	413	host	gene-VC_RS16380	False	
gene-VC_RS14780	810	885	1121	817	1103	832	1103	1240	1291	host	gene-VC_RS14780	False	
gene-VC_RS17145	143	162	222	161	166	155	252	278	350	host	gene-VC_RS17145	False	
gene-VC_RS06265	202	238	239	147	202	176	228	278	296	host	gene-VC_RS06265	False	
gene-VC_RS00915	1619	2104	3564	1846	1182	1315	825	890	841	host	gene-VC_RS00915	False	
gene-VC_RS15730	400	530	583	339	345	327	459	550	601	host	gene-VC_RS15730	False	
gene-VC_RS05880	1351	1289	1808	1391	1638	1155	1026	1403	1334	host	gene-VC_RS05880	False	
gene-VC_RS07900	1250	1535	1535	1211	1311	1000	1297	1257	1231	host	gene-VC_RS07900	False	
gene-VC_RS18145	205	233	273	190	227	169	252	256	255	host	gene-VC_RS18145	False	
gene-VC_RS11915	686	686	856	593	750	596	477	758	706	host	gene-VC_RS11915	False	
gene-VC_RS06800	715	659	930	599	824	705	512	740	778	host	gene-VC_RS06800	False	
gene-VC_RS11610	1820	1335	1872	939	934	681	1076	1539	1208	host	rnpB	False	
gene-VC_RS15030	1761	2041	2936	1435	2692	2272	987	1242	1425	host	gene-VC_RS15030	False	
gene-VC_RS15565	461	512	580	480	475	417	560	681	696	host	gene-VC_RS15565	False	
gene-VC_RS11490	1201	1227	1691	966	876	854	586	565	624	host	gene-VC_RS11490	False	
gene-VC_RS10975	587	607	707	581	664	545	497	571	645	host	nrdR	False	
gene-VC_RS16410	180	192	211	192	175	131	177	239	210	host	gene-VC_RS16410	False	
gene-VC_RS13415	1158	1145	1535	873	1022	922	779	816	779	host	gene-VC_RS13415	False	
gene-VC_RS10655	729	772	899	813	735	653	698	714	825	host	flgM	False	
gene-VC_RS06535	101	114	127	125	171	122	160	191	220	host	gene-VC_RS06535	False	
gene-VC_RS07750	193	234	309	160	187	194	210	354	329	host	gene-VC_RS07750	False	
gene-VC_RS13210	177	221	276	242	288	313	494	555	572	host	gene-VC_RS13210	False	
gene-VC_RS13750	670	752	870	714	849	694	1025	1073	1155	host	gene-VC_RS13750	False	
gene-VC_RS09925	2584	2965	3212	1888	2369	1956	965	1376	1286	host	gene-VC_RS09925	False	
gene-VC_RS02045	661	543	726	405	472	394	254	330	335	host	gene-VC_RS02045	False	
gene-VC_RS10860	1526	1835	1940	2543	1282	1112	977	1121	1000	host	lpxA	False	
gene-VC_RS12290	490	559	602	499	611	600	497	514	578	host	msrA	False	
gene-VC_RS15420	264	259	371	256	232	208	329	322	350	host	gene-VC_RS15420	False	
gene-VC_RS00625	796	781	856	693	908	694	802	832	937	host	gene-VC_RS00625	False	
gene-VC_RS06570	1120	869	1050	939	876	715	745	786	816	host	gene-VC_RS06570	False	
gene-VC_RS08220	462	616	668	324	382	328	227	304	306	host	gene-VC_RS08220	False	
gene-VC_RS03555	222	182	210	120	128	90	95	103	99	host	gene-VC_RS03555_gene_hpf	False	
gene-VC_RS11055	1393	1384	1719	1265	1352	1151	777	838	914	host	gene-VC_RS11055	False	
gene-VPVV882_gp30	697	554	705	2952	4329	3921	13908	18589	17630	phage	gene-VPVV882_gp30	False	
gene-VC_RS15230	338	322	502	277	451	365	328	506	557	host	gene-VC_RS15230	False	
gene-VPVV882_gp09	1775	1529	1771	5408	5754	5745	16430	17256	17758	phage	gene-VPVV882_gp09	False	
gene-VC_RS03710	483	455	595	473	678	553	462	631	606	host	queA	False	
gene-VC_RS03830	234	230	280	251	326	232	267	407	391	host	gene-VC_RS03830	False	
gene-VC_RS05535	516	580	727	489	642	1908	707	842	965	host	gene-VC_RS05535	False	
gene-VC_RS01160	1753	1625	2221	1154	1148	1025	662	719	780	host	gene-VC_RS01160	False	
gene-VC_RS07955	99	83	142	103	144	120	128	149	168	host	gene-VC_RS07955	False	
gene-VC_RS12070	2413	2760	3402	2603	2806	2520	2488	2808	2838	host	lptF	False	
gene-VC_RS17805	142	127	170	156	162	112	138	255	221	host	gene-VC_RS17805	False	
gene-VC_RS05810	680	656	943	563	676	547	668	894	938	host	gene-VC_RS05810	False	
gene-VC_RS06635	624	780	926	603	739	678	886	883	1023	host	queC	False	
gene-VC_RS07105	279	252	346	241	359	236	376	582	574	host	gene-VC_RS07105	False	
gene-VC_RS02115	1472	1737	1839	1083	1142	1003	1051	1189	1116	host	gene-VC_RS02115	False	
gene-VC_RS07175	1863	2201	2708	2089	2718	2258	1384	1771	1709	host	fabA	False	
gene-VC_RS13910	199	189	200	130	145	61	43	59	70	host	tssJ	False	
gene-VC_RS07715	488	518	723	504	571	479	651	733	719	host	gene-VC_RS07715	False	
gene-VC_RS02655	1375	1436	1656	1385	1524	1446	1743	1501	1714	host	gene-VC_RS02655	False	
gene-VC_RS00340	193	212	273	122	172	149	121	188	186	host	gene-VC_RS00340	False	
gene-VC_RS06490	104	101	166	144	160	82	168	201	152	host	gene-VC_RS06490	False	
gene-VC_RS14800	389	624	639	255	332	242	467	356	398	host	gene-VC_RS14800	False	
gene-VC_RS03650	1059	1164	1310	704	1043	764	552	723	722	host	ppk1	False	
gene-VC_RS06810	545	676	738	587	843	645	990	1237	1345	host	gene-VC_RS06810	False	
gene-VC_RS06920	553	569	757	478	599	468	588	639	683	host	gene-VC_RS06920	False	
gene-VC_RS17860	1190	1224	1518	1289	1645	1312	2703	2421	3071	host	gene-VC_RS17860	False	
gene-VC_RS06255	247	225	331	211	228	150	216	342	283	host	gene-VC_RS06255	False	
gene-VC_RS00045	1267	1344	1244	548	444	304	243	246	269	host	gene-VC_RS00045	False	
gene-VC_RS06310	907	1043	1303	1000	1174	966	1373	1835	1747	host	gene-VC_RS06310	False	
gene-VC_RS06510	521	503	591	339	400	261	281	336	307	host	acnD	False	
gene-VC_RS12850	166	220	245	194	225	167	183	220	186	host	gene-VC_RS12850	False	
gene-VC_RS03600	670	565	835	527	819	830	411	681	649	host	gene-VC_RS03600	False	
gene-VC_RS17455	2140	1872	2652	948	631	674	267	270	259	host	ompW	False	
gene-VC_RS05145	435	475	528	367	517	425	435	561	550	host	fadI	False	
gene-VC_RS00055	3105	3333	3708	2475	3214	2379	1862	2450	2442	host	dnaN	False	
gene-VC_RS05795	71	72	73	57	108	95	102	201	190	host	gene-VC_RS05795	False	
gene-VC_RS07115	146	171	173	136	164	141	221	303	304	host	gene-VC_RS07115	False	
gene-VC_RS14935	257	246	286	301	349	283	297	376	354	host	gene-VC_RS14935	False	
gene-VC_RS05910	263	255	349	316	418	375	637	709	766	host	gene-VC_RS05910	False	
gene-VC_RS17800	270	397	437	375	525	443	513	778	610	host	gene-VC_RS17800	False	
gene-VC_RS06080	472	504	666	406	424	346	514	700	658	host	btuD	False	
gene-VC_RS02525	112	129	158	114	129	145	195	222	270	host	gene-VC_RS02525	False	
gene-VC_RS07375	247	303	194	179	196	122	147	186	213	host	gene-VC_RS07375	False	
gene-VC_RS05900	129	133	158	99	113	97	104	134	133	host	hutI	False	
gene-VC_RS13050	1456	1727	1822	1350	1338	1089	1599	1952	1928	host	recG	False	
gene-VC_RS15845	492	535	618	510	646	560	692	998	1136	host	gene-VC_RS15845	False	
gene-VC_RS09590	382	489	614	341	492	390	387	466	480	host	gene-VC_RS09590	False	
gene-VC_RS13560	318	283	360	354	331	247	269	256	309	host	gene-VC_RS13560	False	
gene-VC_RS10220	721	700	839	570	757	644	466	562	561	host	fliN	False	
gene-VC_RS15405	232	268	281	263	287	263	328	433	482	host	gene-VC_RS15405	False	
gene-VC_RS07025	1996	2339	2684	1480	1948	1523	2198	2873	2898	host	rtxA	False	
gene-VC_RS00530	824	762	975	795	1055	800	1021	1204	1215	host	yihI	False	
gene-VC_RS17190	2090	2155	2668	1808	2149	1878	2203	2915	3047	host	rnb	False	
gene-VC_RS00475	795	795	1039	735	687	622	478	489	587	host	gene-VC_RS00475	False	
gene-VC_RS02620	452	496	603	453	505	517	515	710	850	host	gene-VC_RS02620	False	
gene-VC_RS03015	330	387	456	306	497	456	357	462	511	host	gene-VC_RS03015_gene_folK	False	
gene-VC_RS04885	606	673	871	659	810	676	903	1229	1188	host	dtpA	False	
gene-VC_RS12630	357	287	434	386	342	328	431	535	538	host	gene-VC_RS12630	False	
gene-VC_RS10105	2406	2529	2743	2830	2253	1851	2077	1495	1641	host	gene-VC_RS10105	False	
gene-VC_RS17665	1103	1201	1148	2461	2223	1590	1843	1549	1774	host	gene-VC_RS17665	False	
gene-VC_RS05780	1819	2562	2490	1397	1599	1403	1651	1678	1841	host	cydC	False	
gene-VC_RS08440	114	107	160	175	209	221	275	437	392	host	gene-VC_RS08440	False	
gene-VC_RS17625	209	209	262	181	266	198	275	266	254	host	gene-VC_RS17625	False	
gene-VC_RS06160	957	1000	1142	831	1001	703	528	661	667	host	ribA	False	
gene-VC_RS18025	425	502	531	387	544	386	684	596	667	host	gene-VC_RS18025	False	
gene-VC_RS10025	689	878	1000	793	803	695	963	921	999	host	znuC	False	
gene-VC_RS14280	535	470	681	302	377	322	248	390	432	host	gene-VC_RS14280	False	
gene-VC_RS15180	38	45	84	71	99	51	73	120	113	host	gene-VC_RS15180	False	
gene-VC_RS06955	1774	2058	2433	1236	1601	1237	1218	1484	1548	host	gene-VC_RS06955	False	
gene-VC_RS08350	959	1216	1435	955	1248	1085	1106	1323	1281	host	gene-VC_RS08350	False	
gene-VC_RS05280	635	696	980	877	913	682	962	1220	1169	host	gene-VC_RS05280	False	
gene-VC_RS05800	213	200	226	164	223	179	257	371	355	host	gene-VC_RS05800	False	
gene-VC_RS06020	221	207	277	180	195	191	240	303	312	host	cdd	False	
gene-VC_RS09545	451	414	589	382	421	365	446	520	522	host	rnd	False	
gene-VC_RS17630	249	251	312	214	261	195	278	343	328	host	gene-VC_RS17630	False	
gene-VC_RS17835	92	97	121	99	211	195	165	287	315	host	gene-VC_RS17835	False	
gene-VC_RS09855	428	400	545	750	950	717	764	1066	1112	host	gene-VC_RS09855	False	
gene-VC_RS15010	765	914	1284	609	852	753	480	598	657	host	gene-VC_RS15010	False	
gene-VC_RS17230	1210	1447	1374	1320	1467	1276	1728	1835	1930	host	speB	False	
gene-VC_RS09895	258	268	325	247	269	223	261	286	343	host	ccmD	False	
gene-VC_RS17850	57	66	89	75	81	54	71	84	97	host	vpsT	False	
gene-VC_RS18460	56	76	70	41	41	33	18	34	37	host	gene-VC_RS18460	False	
gene-VC_RS00925	656	630	782	524	762	819	539	685	702	host	gene-VC_RS00925	False	
gene-VC_RS04055	1086	1435	1708	981	1248	1075	1226	1172	1317	host	gene-VC_RS04055	False	
gene-VC_RS16780	50	59	72	95	123	72	74	92	137	host	gene-VC_RS16780	False	
gene-VC_RS00800	1088	984	1159	1028	1472	1058	494	1262	1034	host	gene-VC_RS00800	False	
gene-VC_RS06505	245	249	300	177	245	248	145	202	196	host	prpC	False	
gene-VC_RS08815	105	141	115	118	130	137	319	545	514	host	gene-VC_RS08815	False	
gene-VC_RS11190	2175	1364	1564	792	957	814	533	678	681	host	recB	False	
gene-VC_RS16195	154	153	175	122	148	110	176	144	176	host	gene-VC_RS16195	False	
gene-VC_RS07880	676	719	902	631	698	476	655	647	594	host	nhaA	False	
gene-VC_RS08120	334	305	427	468	558	394	540	831	781	host	pspA	False	
gene-VC_RS16320	377	352	448	412	429	356	392	478	483	host	mscL	False	
gene-VC_RS00490	434	334	460	461	588	468	237	331	363	host	glpE	False	
gene-VC_RS19105	107	92	103	385	363	384	372	452	501	host	gene-VC_RS19105	False	
gene-VC_RS01745	2142	2907	2711	1302	1377	1174	775	988	955	host	miaA	False	
gene-VC_RS10665	798	832	1232	1138	1750	1594	1326	1905	1587	host	flgP	False	
gene-VC_RS19055	342	333	304	367	391	311	290	415	441	host	gene-VC_RS19055	False	
gene-VC_RS09330	309	330	410	219	262	240	285	301	350	host	gene-VC_RS09330	False	
gene-VC_RS04805	1323	1610	1882	1187	1720	1451	1367	1658	1754	host	ligA	False	
gene-VC_RS16215	88	97	162	74	116	100	118	147	177	host	gene-VC_RS16215	False	
gene-VC_RS15305	321	329	401	346	487	326	548	993	846	host	gene-VC_RS15305	False	
gene-VC_RS18095	176	234	275	216	325	208	373	326	394	host	gene-VC_RS18095	False	
gene-VC_RS03975	58	50	58	49	82	54	78	118	767	host	gene-VC_RS03975	False	
gene-VC_RS00785	983	1109	1401	861	906	783	1067	845	1014	host	vexR	False	
gene-VC_RS12975	384	983	468	358	404	342	508	439	454	host	trmL	False	
gene-VC_RS06500	125	132	167	77	140	87	65	115	129	host	prpB	False	
gene-VC_RS16170	934	1039	1145	728	800	674	962	1060	1068	host	gene-VC_RS16170	False	
gene-VC_RS06300	722	890	1056	711	769	710	905	988	1112	host	gene-VC_RS06300	False	
