Geneid	5_R1	5_R2	15_R1	15_R2	35_R1	35_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA5488	23	22	5	13	7	9	host	gene-PA5488	False	
gene-PA3004	10	11	5	2	1	6	host	gene-PA3004	False	
gene-PA5024	13	6	3	5	6	8	host	gene-PA5024	False	
gene-PA0683	7	3	0	4	3	4	host	gene-PA0683	False	
gene-PA1942	3	5	1	7	0	1	host	gene-PA1942	False	
gene-PA2173a	3	1	1	1	0	1	host	gene-PA2173a	False	
gene-PA3370	2	0	0	1	0	1	host	gene-PA3370	False	
gene-PA3414	13	8	3	4	1	1	host	gene-PA3414	False	
gene-PA3722	11	6	1	3	4	6	host	gene-PA3722	False	
gene-PA1503	2	5	2	2	0	0	host	gene-PA1503	False	
gene-PA4143	20	21	6	15	1	17	host	gene-PA4143	False	
gene-PA0073	5	5	2	1	0	8	host	gene-PA0073	False	
gene-PA0889	9	15	1	6	2	2	host	aotQ	False	
gene-PA5185	7	7	1	2	1	2	host	gene-PA5185	False	
gene-PA2233	10	5	6	0	0	2	host	pslC	False	
gene-PA0308	24	10	7	11	1	13	host	gene-PA0308	False	
gene-PA1497	9	4	0	3	0	3	host	gene-PA1497	False	
gene-PA5343	7	8	3	5	1	9	host	gene-PA5343	False	
gene-PA1781.1	2	1	1	1	0	0	host	gene-PA1781.1	False	
gene-PHIKZ_p86	0	1	9	7	1	21	phage	gene-PHIKZ_p86	False	
gene-PA2547	6	5	2	4	0	4	host	gene-PA2547	False	
gene-PA2755a	3	3	3	4	1	1	host	gene-PA2755a	False	
gene-PA4582	6	4	4	10	1	5	host	gene-PA4582	False	
gene-PA5145	16	10	2	9	4	5	host	gene-PA5145	False	
gene-PA0899	12	14	6	6	2	11	host	aruB	False	
gene-PA3229	2	0	2	2	0	3	host	gene-PA3229	False	
gene-PA3300	12	14	5	9	4	8	host	fadD2	False	
gene-PA4129	6	5	2	8	3	3	host	gene-PA4129	False	
gene-PA0203	11	11	2	11	1	11	host	gene-PA0203	False	
gene-PA1348	7	3	3	6	4	7	host	gene-PA1348	False	
gene-PA3227	5	9	1	3	1	6	host	ppiA	False	
gene-PHIKZ_p15	74	65	721	388	91	324	phage	gene-PHIKZ_p15	False	
gene-PA5399	20	8	7	4	1	8	host	dgcB	False	
gene-PA2199	13	7	9	9	0	1	host	gene-PA2199	False	
gene-PA3725	19	19	1	13	5	10	host	recJ	False	
gene-PA1725	9	16	0	3	0	3	host	pscL	False	
gene-PA5292	14	6	3	6	2	13	host	pchP	False	
gene-PA5047	25	22	12	12	3	12	host	gene-PA5047	False	
gene-PHIKZ112	106	123	115	61	17	50	phage	gene-PHIKZ112	False	
gene-PA4909	6	5	4	6	1	7	host	gene-PA4909	False	
gene-PA5194	22	15	9	10	2	9	host	gene-PA5194	False	
gene-PA0792	18	7	2	6	1	10	host	prpD	False	
gene-PA1839	18	18	2	8	5	2	host	gene-PA1839	False	
gene-PA2552	6	9	5	4	1	2	host	gene-PA2552	False	
gene-PA3788	7	7	1	3	6	1	host	gene-PA3788	False	
gene-PA2171	0	5	1	2	0	1	host	gene-PA2171	False	
gene-PA5276	10	6	4	3	1	3	host	lppL	False	
gene-PA0649	16	11	2	5	1	2	host	trpG	False	
gene-PA3699	6	7	3	4	3	6	host	gene-PA3699	False	
gene-PA5301	34	23	13	7	2	6	host	gene-PA5301	False	
gene-PA3240	5	4	1	4	1	1	host	gene-PA3240	False	
gene-PA4972	18	10	7	10	3	7	host	gene-PA4972	False	
gene-PHIKZ_p74	2	2	3	2	0	25	phage	gene-PHIKZ_p74	False	
gene-PA0412	14	16	4	4	2	9	host	pilK	False	
gene-PA3589	7	4	4	7	0	3	host	gene-PA3589	False	
gene-PA1124	9	14	2	6	1	8	host	dgt	False	
gene-PA2263	6	3	1	4	4	4	host	gene-PA2263	False	
gene-PA1621	3	5	2	5	0	0	host	gene-PA1621	False	
gene-PA0797	18	14	2	3	2	6	host	gene-PA0797	False	
gene-PA4758.1	8	10	5	5	3	2	host	gene-PA4758.1	False	
gene-PA0110	9	7	4	8	2	3	host	gene-PA0110	False	
gene-PA3398	15	13	4	5	3	7	host	gene-PA3398	False	
gene-PHIKZ101	16	16	208	143	90	544	phage	gene-PHIKZ101	False	
gene-PA3413	10	7	5	1	0	1	host	gene-PA3413	False	
gene-PA4111	5	4	0	6	1	5	host	gene-PA4111	False	
gene-PA1249	10	7	2	14	1	6	host	aprA	False	
gene-PA2312a	5	3	2	2	0	2	host	gene-PA2312a	False	
gene-PA1212	10	9	1	5	1	5	host	gene-PA1212	False	
gene-PA1629	2	5	2	7	0	1	host	gene-PA1629	False	
gene-PA1552.1	15	11	4	4	1	3	host	ccoQ1	False	
gene-PA2559a	7	3	7	7	3	4	host	gene-PA2559a	False	
gene-PA0498	31	21	2	10	3	9	host	gene-PA0498	False	
gene-PA4109	17	15	4	13	1	5	host	ampR	False	
gene-PHIKZ294	4	3	312	200	37	174	phage	gene-PHIKZ294	False	
gene-PA4998	21	20	8	6	3	6	host	gene-PA4998	False	
gene-PA0738	0	4	0	1	0	2	host	gene-PA0738	False	
gene-PA4040	6	4	4	5	3	1	host	gene-PA4040	False	
gene-PA2502	14	6	1	9	1	5	host	gene-PA2502	False	
gene-PA1265	0	1	0	5	0	4	host	gene-PA1265	False	
gene-PA0499	8	8	2	3	0	9	host	gene-PA0499	False	
gene-PA5283	26	20	4	17	3	7	host	gene-PA5283	False	
gene-PA1885	4	3	0	1	2	4	host	gene-PA1885	False	
gene-PA1837	8	6	2	2	0	1	host	gene-PA1837	False	
gene-PA3945	13	9	7	6	2	10	host	gene-PA3945	False	
gene-PA1578	3	5	0	2	0	3	host	gene-PA1578	False	
gene-PA1741	8	2	3	1	0	5	host	gene-PA1741	False	
gene-PA0887.1	0	1	2	1	0	2	host	gene-PA0887.1	False	
gene-PA3559	16	17	6	4	1	4	host	gene-PA3559	False	
gene-PA5252a	12	10	1	5	2	3	host	gene-PA5252a	False	
gene-PA0534	11	8	2	6	4	12	host	gene-PA0534	False	
gene-PA0699	6	5	0	3	2	2	host	gene-PA0699	False	
gene-PA0150	13	8	2	14	4	4	host	gene-PA0150	False	
gene-PA5521	16	11	2	8	1	10	host	gene-PA5521	False	
gene-PA4925	3	13	3	1	1	2	host	gene-PA4925	False	
gene-PA4498	5	8	0	8	2	10	host	gene-PA4498	False	
gene-PA1613	11	19	3	15	0	13	host	gene-PA1613	False	
gene-PA1232	16	12	5	9	0	10	host	gene-PA1232	False	
gene-PA2787	5	7	2	5	2	7	host	cpg2	False	
gene-PA2740	25	9	7	6	2	6	host	pheS	False	
gene-PA0257	13	6	5	6	0	6	host	gene-PA0257	False	
gene-PA3472	18	16	3	8	4	5	host	gene-PA3472	False	
gene-PA4899	9	5	7	8	3	8	host	gene-PA4899	False	
gene-PA4892	2	5	1	4	0	6	host	ureF	False	
gene-PA2375	9	3	0	1	0	1	host	gene-PA2375	False	
gene-PA2990	17	9	4	4	1	0	host	gene-PA2990	False	
gene-PA2443	10	3	2	4	0	6	host	sdaA	False	
gene-PA2054	8	4	0	3	1	1	host	cynR	False	
gene-PA0215	5	8	1	2	0	1	host	gene-PA0215	False	
gene-PA1145	2	8	2	6	1	3	host	gene-PA1145	False	
gene-PA3886	5	5	1	7	0	4	host	gene-PA3886	False	
gene-PA4018	5	4	0	3	0	1	host	gene-PA4018	False	
gene-PA0183	29	22	6	13	2	14	host	atsA	False	
gene-PA4833	8	4	1	2	0	2	host	gene-PA4833	False	
gene-PA4662	13	9	4	4	0	8	host	murI	False	
gene-PA2306	6	9	5	8	2	3	host	ambA	False	
gene-PA0390	32	26	13	19	5	5	host	metX	False	
gene-PA3212	10	6	1	7	2	4	host	gene-PA3212	False	
gene-PA0096	13	6	1	5	0	1	host	gene-PA0096	False	
gene-PA2560	7	2	1	3	1	2	host	gene-PA2560	False	
gene-PA3086	6	6	0	6	0	7	host	gene-PA3086	False	
gene-PA1917	6	6	0	3	0	0	host	gene-PA1917	False	
gene-PA3063	18	12	9	18	0	8	host	pelB	False	
gene-PHIKZ047	143	100	290	202	55	220	phage	gene-PHIKZ047	False	
gene-PA4051	12	17	3	11	2	6	host	thiL	False	
gene-PA2832	3	3	1	3	2	1	host	tpm	False	
gene-PA2893	14	11	8	7	0	12	host	atuH	False	
gene-PA5116	2	1	0	3	0	2	host	gene-PA5116	False	
gene-PA1744	8	2	2	3	0	1	host	gene-PA1744	False	
gene-PA1471	2	2	0	3	0	0	host	gene-PA1471	False	
gene-PA3957	8	6	3	9	3	4	host	gene-PA3957	False	
gene-PA0927	8	7	5	7	2	5	host	ldhA	False	
gene-PA2949	3	8	6	3	0	6	host	gene-PA2949	False	
gene-PA3737	33	14	3	11	5	3	host	dsbC	False	
gene-PA3003	7	7	1	0	1	4	host	gene-PA3003	False	
gene-PA3942	19	10	8	8	4	6	host	tesB	False	
gene-PA3479	11	10	4	7	2	5	host	rhlA	False	
gene-PHIKZ150	1	5	168	105	18	114	phage	gene-PHIKZ150	False	
gene-PA0745	8	6	0	1	2	4	host	gene-PA0745	False	
gene-PA2087	2	1	0	2	0	0	host	gene-PA2087	False	
gene-PA1314	2	2	0	3	0	4	host	gene-PA1314	False	
gene-PA2716	10	3	1	2	0	4	host	gene-PA2716	False	
gene-PA2824	21	12	7	7	5	16	host	gene-PA2824	False	
gene-PA4205	6	6	1	2	2	4	host	mexG	False	
gene-PA3436	10	9	0	5	0	1	host	gene-PA3436	False	
gene-PA3233	10	21	3	10	2	9	host	gene-PA3233	False	
gene-PA0145	12	6	0	4	0	2	host	gene-PA0145	False	
gene-PA2592	13	7	6	6	0	5	host	gene-PA2592	False	
gene-PHIKZ_p49	8	10	197	83	93	341	phage	gene-PHIKZ_p49	False	
gene-PA2475	5	5	0	1	1	3	host	gene-PA2475	False	
gene-PA3574a	2	1	2	3	0	1	host	gene-PA3574a	False	
gene-PA5487	27	21	8	10	6	17	host	gene-PA5487	False	
gene-PA2421	8	3	2	1	0	4	host	gene-PA2421	False	
gene-PA4012	9	5	3	4	1	6	host	gene-PA4012	False	
gene-PA2482	18	17	4	12	1	0	host	gene-PA2482	False	
gene-PA3905	3	6	1	0	1	4	host	gene-PA3905	False	
gene-PA4308	11	7	3	9	2	6	host	gene-PA4308	False	
gene-PA3825	17	9	4	6	2	16	host	gene-PA3825	False	
gene-PA1509	15	9	2	11	0	6	host	gene-PA1509	False	
gene-PA2575	8	14	3	5	1	1	host	gene-PA2575	False	
gene-PA3082	36	22	8	12	1	13	host	gbt	False	
gene-PA2665	15	11	1	3	5	9	host	gene-PA2665	False	
gene-PA2762	3	8	2	0	0	0	host	gene-PA2762	False	
gene-PA3418	12	12	1	4	0	10	host	ldh	False	
gene-PA5289	12	8	3	1	4	4	host	gene-PA5289	False	
gene-PA1463	15	8	1	9	3	3	host	gene-PA1463	False	
gene-PA2894	6	6	2	3	1	4	host	gene-PA2894	False	
gene-PA0032	13	16	5	2	1	6	host	gene-PA0032	False	
gene-PA3226	9	12	6	3	2	4	host	gene-PA3226	False	
gene-PA0149	10	10	7	4	0	3	host	gene-PA0149	False	
gene-PA2814	5	5	2	4	0	2	host	gene-PA2814	False	
gene-PA2972	8	3	3	5	1	5	host	gene-PA2972	False	
gene-PA3026	9	7	0	2	1	12	host	gene-PA3026	False	
gene-PHIKZ274	106	70	245	155	27	94	phage	gene-PHIKZ274	False	
gene-PA1985	1	2	1	2	1	1	host	pqqA	False	
gene-PA0326	11	9	5	4	2	9	host	gene-PA0326	False	
gene-PA0651	19	13	5	5	0	6	host	trpC	False	
gene-PA1045	34	16	11	14	3	13	host	gene-PA1045	False	
gene-PHIKZ_p02	16	18	6	5	1	22	phage	gene-PHIKZ_p02	False	
gene-PA4316	14	11	5	13	4	10	host	sbcB	False	
gene-PA4573	2	4	0	1	0	1	host	gene-PA4573	False	
gene-PA1382	23	23	3	9	3	17	host	gene-PA1382	False	
gene-PA2086	2	2	0	3	3	4	host	gene-PA2086	False	
gene-PA0921	10	11	2	3	4	1	host	gene-PA0921	False	
gene-PA3468	19	17	7	10	3	12	host	gene-PA3468	False	
gene-PA5326	4	6	3	6	1	16	host	gene-PA5326	False	
gene-PHIKZ017	199	153	142	75	15	62	phage	gene-PHIKZ017	False	
gene-PA5169	14	13	2	16	2	16	host	gene-PA5169	False	
gene-PA1548	5	2	4	2	2	0	host	gene-PA1548	False	
gene-PA4728	10	6	2	2	1	1	host	folK	False	
gene-PA4475	15	8	3	6	4	2	host	gene-PA4475	False	
gene-PA1861	7	5	4	4	0	2	host	modC	False	
gene-PA0290	17	10	4	10	2	6	host	gene-PA0290	False	
gene-PA1337	13	10	1	8	0	9	host	ansB	False	
gene-PA0389	16	14	5	3	0	7	host	gene-PA0389	False	
gene-PA3816	14	14	4	8	0	5	host	cysE	False	
gene-PA1897	4	4	2	4	0	3	host	gene-PA1897	False	
gene-PA3254	15	6	1	1	4	2	host	gene-PA3254	False	
gene-PA4535	9	2	0	4	1	5	host	gene-PA4535	False	
gene-PA2746	3	1	0	2	1	4	host	gene-PA2746	False	
gene-PA5310	10	16	2	10	4	11	host	gene-PA5310	False	
gene-PHIKZ088	20	24	129	51	74	332	phage	gene-PHIKZ088	False	
gene-PA2681	8	1	1	1	0	0	host	gene-PA2681	False	
gene-PA5195	10	5	5	6	3	5	host	gene-PA5195	False	
gene-PA3689	6	2	3	5	1	1	host	gene-PA3689	False	
gene-PA2181	1	7	0	0	2	2	host	gene-PA2181	False	
gene-PA1863	8	11	5	6	2	4	host	modA	False	
gene-PA4136	20	8	2	2	2	7	host	gene-PA4136	False	
gene-PA4724.1	3	4	1	1	0	1	host	gene-PA4724.1	False	
gene-PA3042	4	1	1	1	1	0	host	gene-PA3042	False	
gene-PA2761	6	5	1	0	1	1	host	gene-PA2761	False	
gene-PHIKZ167	94	99	167	122	18	115	phage	gene-PHIKZ167	False	
gene-PA0666	28	13	0	2	0	3	host	gene-PA0666	False	
gene-PA1574	6	2	8	3	4	4	host	gene-PA1574	False	
gene-PA1112a	7	4	2	5	2	6	host	gene-PA1112a	False	
gene-PA5386	5	12	3	1	0	6	host	cdhA	False	
gene-PA3475	7	5	2	6	1	1	host	pheC	False	
gene-PA3674	5	7	4	2	1	3	host	gene-PA3674	False	
gene-PA0297	23	25	12	17	5	8	host	spuA	False	
gene-PA4332	9	7	4	6	0	6	host	gene-PA4332	False	
gene-PA3761	12	4	4	11	2	8	host	gene-PA3761	False	
gene-PHIKZ004	7	4	93	62	15	105	phage	gene-PHIKZ004	False	
gene-PA0107	15	3	2	10	2	9	host	gene-PA0107	False	
gene-PA0270	6	5	0	2	0	4	host	gene-PA0270	False	
gene-PA0778	8	3	1	0	1	0	host	icp	False	
gene-PA1405	18	2	2	6	0	6	host	gene-PA1405	False	
gene-PA4908	4	10	2	3	2	12	host	gene-PA4908	False	
gene-PA2940	7	5	2	5	0	5	host	gene-PA2940	False	
gene-PA4300	10	1	1	5	0	9	host	tadC	False	
gene-PA4733	22	24	5	8	2	15	host	acsB	False	
gene-PA0072	14	5	1	10	2	5	host	gene-PA0072	False	
gene-PA1666	3	1	1	1	1	7	host	gene-PA1666	False	
gene-PA2882	3	5	1	6	1	4	host	gene-PA2882	False	
gene-PA0505	12	9	1	4	1	1	host	gene-PA0505	False	
gene-PA0185	15	26	8	6	1	16	host	gene-PA0185	False	
gene-PA0631	2	2	0	0	0	1	host	gene-PA0631	False	
gene-PA3871	8	7	1	7	0	15	host	gene-PA3871	False	
gene-PA0193	10	9	7	5	2	4	host	gene-PA0193	False	
gene-PA2307	6	2	2	7	1	7	host	gene-PA2307	False	
gene-PA3532	12	6	1	4	2	7	host	gene-PA3532	False	
gene-PA2690	12	9	7	8	0	3	host	gene-PA2690	False	
gene-PA1517	14	5	0	4	2	5	host	gene-PA1517	False	
gene-PA0234	28	13	2	17	2	12	host	gene-PA0234	False	
gene-PA1280	1	7	2	2	0	6	host	gene-PA1280	False	
gene-PA2926	4	4	2	3	1	3	host	hisP	False	
gene-PA1362	6	3	0	0	1	2	host	gene-PA1362	False	
gene-PA3887	27	12	4	5	2	9	host	nhaP	False	
gene-PA0561	10	11	4	5	2	9	host	gene-PA0561	False	
gene-PHIKZ263	82	101	193	88	27	90	phage	gene-PHIKZ263	False	
gene-PA0465	8	8	3	13	1	10	host	creD	False	
gene-PA3219	4	1	1	4	3	5	host	gene-PA3219	False	
gene-PA3897	6	3	1	5	1	8	host	gene-PA3897	False	
gene-PA2981	9	8	3	4	2	4	host	lpxK	False	
gene-PA0367a	8	6	3	2	2	3	host	gene-PA0367a	False	
gene-PA2353	12	10	2	7	2	4	host	gene-PA2353	False	
gene-PA0038	7	9	7	5	2	4	host	gene-PA0038	False	
gene-PA4158	10	2	2	5	0	9	host	fepC	False	
gene-PA5470	4	7	6	2	1	4	host	gene-PA5470	False	
gene-PA2248	7	5	5	6	3	5	host	bkdA2	False	
gene-PHIKZ180	15	12	349	196	119	454	phage	gene-PHIKZ180	False	
gene-PA0148	11	16	5	9	3	14	host	gene-PA0148	False	
gene-PA1395	4	3	0	2	0	2	host	gene-PA1395	False	
gene-PA1049	9	12	2	4	1	5	host	pdxH	False	
gene-PA0155	29	14	4	12	3	9	host	pcaR	False	
gene-PA3735	19	13	7	13	4	8	host	thrC	False	
gene-PA5093	7	14	0	11	4	7	host	gene-PA5093	False	
gene-PA1767	34	29	12	11	6	10	host	gene-PA1767	False	
gene-PA2948	12	9	2	1	0	3	host	cobM	False	
gene-PA1170	3	7	0	5	5	7	host	gene-PA1170	False	
gene-PA0559	18	13	8	7	1	7	host	gene-PA0559	False	
gene-PA3643	30	15	4	8	3	4	host	lpxB	False	
gene-PHIKZ210	56	60	569	269	36	140	phage	gene-PHIKZ210	False	
gene-PA2565	3	1	2	0	0	0	host	gene-PA2565	False	
gene-PA2608	5	2	1	2	1	0	host	gene-PA2608	False	
gene-PA2873	11	11	3	8	0	12	host	gene-PA2873	False	
gene-PA2442	5	2	0	2	1	6	host	gcvT2	False	
gene-PHIKZ_p69	3	3	8	6	4	24	phage	gene-PHIKZ_p69	False	
gene-PA0987	1	4	1	2	0	1	host	gene-PA0987	False	
gene-PA5021	26	18	5	13	5	11	host	gene-PA5021	False	
gene-PHIKZ007	98	113	50	34	4	51	phage	gene-PHIKZ007	False	
gene-PA1026	7	2	1	1	2	5	host	gene-PA1026	False	
gene-PA4923	5	7	2	6	3	4	host	gene-PA4923	False	
gene-PA1411	3	13	0	4	2	5	host	gene-PA1411	False	
gene-PA0521	4	5	1	2	0	4	host	gene-PA0521	False	
gene-PA1833a	7	5	2	5	0	3	host	gene-PA1833a	False	
gene-PA3176	2	2	2	3	0	0	host	gltS	False	
gene-PA2603	4	4	5	10	4	8	host	gene-PA2603	False	
gene-PA5534	11	6	2	2	2	5	host	gene-PA5534	False	
gene-PA1107	5	15	4	7	1	9	host	gene-PA1107	False	
gene-PA0012	5	6	5	5	1	4	host	gene-PA0012	False	
gene-PA3822	18	9	6	5	0	3	host	gene-PA3822	False	
gene-PA1569	5	4	0	6	0	5	host	gene-PA1569	False	
gene-PA4795	5	3	0	4	3	5	host	gene-PA4795	False	
gene-PA5113	9	9	4	8	0	13	host	gene-PA5113	False	
gene-PA4439	32	21	9	10	3	6	host	trpS	False	
gene-PA2395	7	3	2	1	1	3	host	pvdO	False	
gene-PA4900	11	9	1	6	1	6	host	gene-PA4900	False	
gene-PA2359	6	3	2	1	1	2	host	gene-PA2359	False	
gene-PA1855	2	0	0	2	2	3	host	gene-PA1855	False	
gene-PA2149	6	2	1	2	0	0	host	gene-PA2149	False	
gene-PA1817	6	1	3	0	2	3	host	gene-PA1817	False	
gene-PA0230	17	15	5	10	1	12	host	pcaB	False	
gene-PA2878	6	5	3	6	0	2	host	gene-PA2878	False	
gene-PA5536	3	2	1	2	1	3	host	gene-PA5536	False	
gene-PA0005	21	20	5	13	1	5	host	lptA	False	
gene-PA1809	10	7	2	7	1	4	host	gene-PA1809	False	
gene-PA2193	3	1	0	1	1	1	host	hcnA	False	
gene-PA4547	16	17	4	8	4	1	host	pilR	False	
gene-PA4849	11	10	3	3	0	2	host	gene-PA4849	False	
gene-PA1319	6	5	1	6	1	7	host	cyoC	False	
gene-PA5477	30	12	6	17	1	13	host	gene-PA5477	False	
gene-PA2468	4	2	0	2	5	3	host	foxI	False	
gene-PA3354	7	5	1	5	1	5	host	gene-PA3354	False	
gene-PA2797	10	9	2	1	4	2	host	gene-PA2797	False	
gene-PA2385	6	11	2	7	1	11	host	pvdQ	False	
gene-PHIKZ012	120	85	58	28	6	43	phage	gene-PHIKZ012	False	
gene-PA3062	2	4	1	5	1	2	host	pelC	False	
gene-PA2837	10	4	2	4	2	8	host	gene-PA2837	False	
gene-PA2196	6	6	4	2	2	2	host	gene-PA2196	False	
gene-PA5219	18	20	12	8	3	18	host	gene-PA5219	False	
gene-PA1332	4	2	0	6	3	0	host	gene-PA1332	False	
gene-PA2396	6	7	3	4	1	4	host	pvdF	False	
gene-PA1915	14	14	4	4	3	8	host	gene-PA1915	False	
gene-PA4108	15	10	4	8	4	8	host	gene-PA4108	False	
gene-PA2763	0	1	0	1	0	1	host	gene-PA2763	False	
gene-PA3857	14	8	5	5	2	6	host	pcs	False	
gene-PA0196	18	21	13	16	2	17	host	pntB	False	
gene-PA0820	13	7	4	3	2	9	host	gene-PA0820	False	
gene-PA0604	15	11	8	3	1	7	host	gene-PA0604	False	
gene-PA3145	28	25	5	9	0	3	host	wbpL	False	
gene-PA3302	12	3	2	8	1	2	host	gene-PA3302	False	
gene-PA2485	4	1	3	2	1	2	host	gene-PA2485	False	
gene-PA3360	12	5	2	11	1	2	host	gene-PA3360	False	
gene-PA1424a	1	4	1	1	0	1	host	gene-PA1424a	False	
gene-PA4319	9	7	3	5	1	4	host	gene-PA4319	False	
gene-PA1954	5	7	3	7	1	2	host	gene-PA1954	False	
gene-PA0516	18	6	6	4	5	8	host	nirF	False	
gene-PA2861	2	1	2	1	1	5	host	ligT	False	
gene-PA2357	5	3	0	3	0	1	host	msuE	False	
gene-PHIKZ297	4	6	93	75	16	128	phage	gene-PHIKZ297	False	
gene-PA4806	8	11	3	3	1	4	host	gene-PA4806	False	
gene-PA3242	14	10	5	8	1	7	host	gene-PA3242	False	
gene-PA4704	7	8	2	2	0	1	host	cbpA	False	
gene-PA3080	10	5	5	6	2	8	host	gene-PA3080	False	
gene-PA2518	8	3	0	6	0	8	host	xylX	False	
gene-PA0935	18	5	5	7	0	4	host	gene-PA0935	False	
gene-PA5197	10	9	2	6	1	10	host	rimK	False	
gene-PA2138	8	17	1	13	0	15	host	gene-PA2138	False	
gene-PA3495	11	11	1	5	0	2	host	nth	False	
gene-PA4192	4	15	2	1	0	7	host	gene-PA4192	False	
gene-PA0970	9	8	3	4	2	7	host	tolR	False	
gene-PA2071	20	16	3	14	4	7	host	fusA2	False	
gene-PA2652	17	10	4	7	2	5	host	gene-PA2652	False	
gene-PA2938	12	12	7	8	1	6	host	gene-PA2938	False	
gene-PA0168	11	3	3	5	1	3	host	gene-PA0168	False	
gene-PA0582	2	7	0	1	0	2	host	folB	False	
gene-PA2842	10	5	1	7	2	6	host	gene-PA2842	False	
gene-PA3969a	5	4	2	6	2	4	host	gene-PA3969a	False	
gene-PA2767	8	2	2	3	3	1	host	gene-PA2767	False	
gene-PA1626	4	3	0	7	0	5	host	gene-PA1626	False	
gene-PA2934	3	2	2	3	0	8	host	cif	False	
gene-PA0760	2	3	2	1	0	5	host	gene-PA0760	False	
gene-PHIKZ003	4	2	94	81	11	106	phage	gene-PHIKZ003	False	
gene-PA3442	5	2	1	3	0	4	host	gene-PA3442	False	
gene-PA3784	4	7	3	5	0	3	host	gene-PA3784	False	
gene-PA5516	11	9	6	9	4	5	host	pdxY	False	
gene-PA1293	21	12	8	11	2	9	host	gene-PA1293	False	
gene-PA2244	7	3	5	6	0	3	host	pslN	False	
gene-PA4313a	2	1	0	2	0	2	host	gene-PA4313a	False	
gene-PA5357	8	11	2	3	0	4	host	gene-PA5357	False	
gene-PA2381	9	7	1	3	2	1	host	gene-PA2381	False	
gene-PA0166	26	11	5	8	2	7	host	gene-PA0166	False	
gene-PA1515	8	5	1	4	4	5	host	alc	False	
gene-PA3710	13	13	6	13	0	8	host	gene-PA3710	False	
gene-PA2177	12	11	4	4	4	11	host	gene-PA2177	False	
gene-PA1066	3	6	0	1	0	2	host	gene-PA1066	False	
gene-PA3688	1	1	2	4	1	1	host	gene-PA3688	False	
gene-PHIKZ203	35	41	279	208	164	750	phage	gene-PHIKZ203	False	
gene-PA0415	10	3	1	3	2	4	host	chpC	False	
gene-PA3928	2	2	0	1	0	0	host	gene-PA3928	False	
gene-PA2673	3	1	0	2	1	0	host	gene-PA2673	False	
gene-PA0951	18	9	4	6	2	8	host	gene-PA0951	False	
gene-PA2172	3	4	2	2	0	3	host	gene-PA2172	False	
gene-PA3548	17	11	6	9	2	5	host	algI	False	
gene-PA1961	9	5	3	4	0	9	host	gene-PA1961	False	
gene-PHIKZ_p90	5	3	66	37	11	35	phage	gene-PHIKZ_p90	False	
gene-PA2017	11	4	2	3	1	3	host	gene-PA2017	False	
gene-PA1475	5	10	5	12	3	3	host	ccmA	False	
gene-PA2577	6	6	1	4	0	3	host	gene-PA2577	False	
gene-PA2471	5	0	1	4	3	1	host	gene-PA2471	False	
gene-PA4692	6	9	2	4	1	6	host	gene-PA4692	False	
gene-PA1386	9	9	1	2	0	5	host	gene-PA1386	False	
gene-PA2001	5	9	3	4	0	1	host	atoB	False	
gene-PA5440a	4	2	0	1	1	0	host	gene-PA5440a	False	
gene-PA5378	12	13	7	5	1	8	host	gene-PA5378	False	
gene-PA4361	9	9	7	12	0	3	host	gene-PA4361	False	
gene-PA1792	13	10	5	4	0	2	host	gene-PA1792	False	
gene-PA2721	4	0	1	0	1	4	host	gene-PA2721	False	
gene-PA1413	15	9	2	3	1	6	host	gene-PA1413	False	
gene-PA1826	4	8	2	1	1	6	host	gene-PA1826	False	
gene-PA0034	8	11	4	1	1	10	host	gene-PA0034	False	
gene-PA0207	11	9	4	4	0	4	host	gene-PA0207	False	
gene-PA3025	6	8	2	5	2	7	host	gene-PA3025	False	
gene-PA0610	7	6	4	4	5	3	host	prtN	False	
gene-PA3263	21	15	7	6	2	11	host	gene-PA3263	False	
gene-PA4983	9	5	0	2	1	4	host	gene-PA4983	False	
gene-PA3142	8	5	1	1	2	4	host	gene-PA3142	False	
gene-PA0753	6	0	2	2	0	2	host	gene-PA0753	False	
gene-PHIKZ298	23	15	191	108	133	491	phage	gene-PHIKZ298	False	
gene-PA1561	20	17	12	9	5	6	host	aer	False	
gene-PA3615	11	16	4	8	4	7	host	gene-PA3615	False	
gene-PA3443	14	6	3	5	0	4	host	gene-PA3443	False	
gene-PA2907	9	9	4	13	0	4	host	cobL	False	
gene-PA1960	8	8	1	3	0	2	host	gene-PA1960	False	
gene-PA2922	4	6	2	5	0	5	host	gene-PA2922	False	
gene-PA3462	20	25	5	13	2	11	host	gene-PA3462	False	
gene-PA0628	5	10	1	4	2	3	host	gene-PA0628	False	
gene-PHIKZ051	49	43	388	288	74	245	phage	gene-PHIKZ051	False	
gene-PA0370	4	7	3	4	1	3	host	gene-PA0370	False	
gene-PA1437	5	4	4	3	2	6	host	gene-PA1437	False	
gene-PA3802	29	28	7	13	2	6	host	hisS	False	
gene-PA3950	17	25	12	9	4	15	host	gene-PA3950	False	
gene-PA1854	5	10	3	9	3	6	host	gene-PA1854	False	
gene-PA3951	12	2	8	6	1	0	host	gene-PA3951	False	
gene-PHIKZ_p27	7	13	67	64	53	268	phage	gene-PHIKZ_p27	False	
gene-PA4185	6	11	3	3	1	2	host	gene-PA4185	False	
