Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA5425	62	72	48	112	30	41	30	22	host	purK	False	
gene-PA4488	161	125	92	171	21	32	17	14	host	gene-PA4488	False	
gene-PA1944	128	99	44	90	8	9	4	3	host	gene-PA1944	False	
gene-PA4987	38	24	24	44	4	3	7	8	host	gene-PA4987	False	
gene-PA0759	64	62	23	45	5	6	4	6	host	gene-PA0759	False	
gene-PA1912	160	93	13	17	3	1	1	0	host	femI	False	
gene-PA4598	41	38	23	34	13	15	8	5	host	mexD	False	
gene-PA5353	7	7	3	6	1	2	3	0	host	glcF	False	
gene-PA2581	106	118	62	113	31	47	27	22	host	gene-PA2581	False	
gene-PA2362	63	36	27	42	4	7	1	3	host	gene-PA2362	False	
gene-PA4951	80	84	69	90	23	16	7	4	host	orn	False	
gene-PA4642	61	25	18	24	8	8	5	12	host	gene-PA4642	False	
gene-PA4287	8	10	7	9	3	2	3	3	host	gene-PA4287	False	
gene-PA3583	36	46	53	116	11	11	2	3	host	glpR	False	
gene-PA1213	7	4	2	9	3	2	0	0	host	gene-PA1213	False	
gene-PA4651	3	6	2	7	1	3	2	0	host	gene-PA4651	False	
gene-PA2080	55	44	95	116	8	18	4	2	host	kynU	False	
gene-PA1444	136	132	84	102	20	15	12	11	host	fliN	False	
gene-PA2072	45	53	20	21	3	3	3	4	host	gene-PA2072	False	
gene-PA2559	330	244	114	182	15	34	12	10	host	gene-PA2559	False	
gene-PA5405	28	23	17	27	5	6	7	6	host	gene-PA5405	False	
gene-PA1836	31	28	14	9	4	0	1	1	host	gene-PA1836	False	
gene-PA2992	71	111	56	122	15	22	12	9	host	gene-PA2992	False	
gene-PA2542	184	153	84	135	21	18	11	6	host	gene-PA2542	False	
gene-PA1973	57	31	17	21	0	2	1	1	host	pqqF	False	
gene-PA4963	187	287	223	347	48	60	27	24	host	gene-PA4963	False	
gene-PA2160	17	21	14	13	2	7	2	4	host	gene-PA2160	False	
gene-PA1917	1	7	0	6	0	0	0	0	host	gene-PA1917	False	
gene-PA3832	58	66	45	55	16	10	4	7	host	holC	False	
gene-PA1160	192	124	99	135	17	17	11	4	host	gene-PA1160	False	
gene-PA1543	46	35	22	50	8	10	5	7	host	apt	False	
gene-PA0185	6	2	2	1	0	0	2	0	host	gene-PA0185	False	
gene-PA2878	47	26	15	13	2	3	1	3	host	gene-PA2878	False	
gene-PA2948	7	9	10	6	1	3	3	1	host	cobM	False	
gene-PA2089	53	52	26	37	8	15	7	3	host	gene-PA2089	False	
gene-PA1659	4	9	3	30	2	23	11	2	host	gene-PA1659	False	
gene-PA1119	33	20	17	42	4	5	4	2	host	yfiB	False	
gene-PA0523	2	2	3	1	2	0	0	0	host	norC	False	
gene-PA2633	34	36	25	31	5	2	1	1	host	gene-PA2633	False	
gene-PA4635	20	12	12	13	8	3	0	2	host	gene-PA4635	False	
gene-PA4921	33	30	23	39	4	10	5	1	host	gene-PA4921	False	
gene-PA0269	20	12	9	16	0	2	0	0	host	gene-PA0269	False	
gene-PA2175	1	2	2	4	0	0	1	0	host	gene-PA2175	False	
gene-PA5365	106	115	60	82	18	17	12	12	host	phoU	False	
gene-PA0820	202	339	83	140	15	36	17	9	host	gene-PA0820	False	
gene-PA4824	0	6	0	1	1	1	0	1	host	gene-PA4824	False	
gene-PA2881	15	12	13	14	1	1	0	1	host	gene-PA2881	False	
gene-PA0121	22	23	8	11	2	2	1	1	host	gene-PA0121	False	
gene-PA0525	12	7	6	7	3	0	2	2	host	gene-PA0525	False	
gene-PA1271	32	34	23	45	12	16	13	4	host	gene-PA1271	False	
gene-PA0858	65	92	93	184	32	31	19	22	host	gene-PA0858	False	
gene-PA0810	56	37	21	47	15	13	8	5	host	gene-PA0810	False	
gene-PA0951a	111	79	41	56	14	4	1	4	host	gene-PA0951a	False	
gene-PA1540	15	16	6	5	3	3	3	1	host	gene-PA1540	False	
gene-PA1905	11	31	11	77	6	8	0	0	host	phzG2	False	
gene-PA2519	10	13	4	3	1	2	4	0	host	xylS	False	
gene-PA0030	8	8	3	9	2	3	2	0	host	gene-PA0030	False	
gene-PA0270	41	24	8	24	4	4	1	0	host	gene-PA0270	False	
gene-PA3871	5	3	4	0	0	1	1	0	host	gene-PA3871	False	
gene-PA0607	33	44	52	57	17	23	20	12	host	rpe	False	
gene-PA2002	95	101	187	209	29	23	8	7	host	gene-PA2002	False	
gene-PA0240	25	31	13	16	5	4	4	3	host	gene-PA0240	False	
gene-PA4123	15	15	2	10	0	3	1	2	host	hpcC	False	
gene-PA4063	17	13	6	8	4	1	1	0	host	gene-PA4063	False	
gene-PA3038	167	163	149	151	6	8	2	4	host	gene-PA3038	False	
gene-PA5206	143	130	38	51	11	18	6	4	host	argE	False	
gene-PA2472	7	3	5	6	2	0	0	2	host	gene-PA2472	False	
gene-PA4801	20	25	10	30	5	7	8	2	host	gene-PA4801	False	
gene-PA2236	46	22	26	66	10	5	5	1	host	pslF	False	
gene-PA2597	15	11	11	9	2	1	1	0	host	gene-PA2597	False	
gene-PA4079	183	143	37	69	6	19	15	6	host	gene-PA4079	False	
gene-PA2048	12	5	6	7	0	1	0	0	host	gene-PA2048	False	
gene-PA1359	28	39	13	26	5	3	4	5	host	gene-PA1359	False	
gene-PA2342	17	12	6	16	4	3	4	2	host	mtlD	False	
gene-PA4575	33	34	21	28	10	6	1	2	host	gene-PA4575	False	
gene-PA3269	151	118	25	39	2	7	2	1	host	gene-PA3269	False	
gene-PA1211	2	4	1	1	1	0	2	0	host	gene-PA1211	False	
gene-PA4655	91	100	73	84	12	21	11	9	host	hemH	False	
gene-PA3392	10	14	13	16	4	5	6	0	host	nosZ	False	
gene-PA4873	129	82	82	76	16	12	8	5	host	gene-PA4873	False	
gene-PA4401	169	219	89	166	20	33	12	7	host	gene-PA4401	False	
gene-PA0877	28	9	14	20	12	4	5	2	host	gene-PA0877	False	
gene-PA1630	62	60	15	19	4	2	0	0	host	gene-PA1630	False	
gene-PA4121	5	2	1	3	0	0	2	0	host	gene-PA4121	False	
gene-PA4165	28	16	16	22	3	1	1	0	host	gene-PA4165	False	
gene-PA4177	0	1	4	5	1	1	1	0	host	gene-PA4177	False	
gene-PA5148	29	37	28	34	4	15	0	5	host	gene-PA5148	False	
gene-PA2495	9	9	8	11	5	2	3	0	host	oprN	False	
gene-PA3509	4	2	6	14	1	0	0	0	host	gene-PA3509	False	
gene-PA4954	119	107	100	114	22	22	9	9	host	motA	False	
gene-PA1955	10	7	2	3	2	0	3	1	host	gene-PA1955	False	
gene-PA3493	11	6	2	8	0	3	1	0	host	gene-PA3493	False	
gene-PA3327	34	137	16	131	7	22	19	9	host	gene-PA3327	False	
gene-PA1635	3	3	1	5	0	0	0	1	host	kdpC	False	
gene-PA3292	6	15	4	16	6	0	1	1	host	gene-PA3292	False	
gene-PA2917	16	20	12	16	6	7	6	0	host	gene-PA2917	False	
gene-PA3899	33	35	3	8	0	1	1	1	host	gene-PA3899	False	
gene-PA3726	47	52	42	76	15	14	7	2	host	gene-PA3726	False	
gene-PA2440	33	25	19	60	7	9	2	6	host	gene-PA2440	False	
gene-PA1187	28	32	12	22	3	1	4	6	host	gene-PA1187	False	
gene-PA1140	61	52	28	30	3	5	6	3	host	gene-PA1140	False	
gene-PA0863	39	25	22	26	4	6	1	3	host	gene-PA0863	False	
gene-PA1883	9	5	4	3	0	3	1	0	host	gene-PA1883	False	
gene-PA3451	32	27	9	18	2	2	0	2	host	gene-PA3451	False	
gene-PA4193	2	2	3	4	2	0	0	1	host	gene-PA4193	False	
gene-PA2691	38	25	10	16	7	2	3	2	host	gene-PA2691	False	
gene-PA3315	18	14	5	11	8	2	4	2	host	gene-PA3315	False	
gene-PA3484	34	28	37	61	18	19	11	5	host	gene-PA3484	False	
gene-PA2369	65	41	49	54	10	9	3	1	host	gene-PA2369	False	
gene-PA5274	97	99	88	148	24	30	15	10	host	rnk	False	
gene-PA4535	84	59	19	35	5	10	0	1	host	gene-PA4535	False	
gene-PA2122	8	8	9	6	2	2	0	0	host	gene-PA2122	False	
gene-PA1402	23	7	5	16	1	2	1	0	host	gene-PA1402	False	
gene-PA2349	5	4	5	2	1	2	0	1	host	gene-PA2349	False	
gene-PA0463	17	20	21	12	4	1	5	3	host	creB	False	
gene-PA0721	14	8	8	15	6	2	10	6	host	gene-PA0721	False	
gene-PA5033	26	45	19	47	15	23	13	8	host	gene-PA5033	False	
gene-PA4667	135	143	106	129	21	19	15	6	host	gene-PA4667	False	
gene-PA3976	28	36	18	36	7	9	1	5	host	thiE	False	
gene-PA2947	7	1	2	5	0	0	0	0	host	gene-PA2947	False	
gene-PA0804	140	126	102	121	26	28	17	13	host	gene-PA0804	False	
gene-PA0131	22	16	11	14	3	0	1	2	host	gene-PA0131	False	
gene-PA1465	163	110	115	146	22	18	7	7	host	gene-PA1465	False	
gene-PA3426	109	68	42	48	8	13	4	3	host	gene-PA3426	False	
gene-PA2883	50	54	19	22	6	6	1	3	host	gene-PA2883	False	
gene-PA5029	22	25	3	8	3	1	2	1	host	gene-PA5029	False	
gene-PA3791	130	144	54	111	12	36	18	14	host	gene-PA3791	False	
gene-PA0606	31	27	32	25	11	12	2	6	host	gene-PA0606	False	
gene-PA0838	151	93	136	166	32	31	22	11	host	gene-PA0838	False	
gene-PA4797	46	57	21	42	5	9	4	4	host	gene-PA4797	False	
gene-PA3984	115	134	83	114	23	26	17	12	host	lnt	False	
gene-PA3672	64	69	12	14	4	4	2	2	host	gene-PA3672	False	
gene-PA2489	16	11	5	8	1	2	1	1	host	gene-PA2489	False	
gene-PA4312	34	43	23	36	11	8	10	5	host	gene-PA4312	False	
gene-PA1315	30	29	12	24	4	7	2	1	host	gene-PA1315	False	
gene-PA5283	71	59	29	56	9	9	5	2	host	gene-PA5283	False	
gene-PA1983	1	2	2	6	0	0	0	1	host	exaB	False	
gene-PA1335	94	64	143	71	19	16	3	6	host	gene-PA1335	False	
gene-PA1250	18	37	11	16	2	3	3	4	host	aprI	False	
gene-PPLUZ19_gp47	0	0	103	240	16	59	1493	1055	phage	gp47	False	
gene-PA3603	19	22	9	23	4	7	4	1	host	dgkA	False	
gene-PA0330	73	83	84	108	24	22	13	17	host	rpiA	False	
gene-PA0739	4	4	5	2	3	0	1	0	host	gene-PA0739	False	
gene-PA3081	61	74	95	105	30	15	8	6	host	gene-PA3081	False	
gene-PA1636	63	49	33	30	18	9	5	1	host	kdpD	False	
gene-PA4799	31	19	21	25	3	6	2	0	host	gene-PA4799	False	
gene-PA0023	182	145	44	69	13	15	14	7	host	qor	False	
gene-PA1208	34	30	17	30	11	9	3	1	host	gene-PA1208	False	
gene-PA2796	145	154	69	102	17	12	9	5	host	tal	False	
gene-PA4796	63	53	35	42	5	2	2	1	host	gene-PA4796	False	
gene-PA0597	69	101	32	47	23	16	13	7	host	gene-PA0597	False	
gene-PA2144	41	35	12	20	5	6	5	10	host	glgP	False	
gene-PA0798	84	22	26	39	5	8	2	1	host	pmtA	False	
gene-PA1210	16	10	5	6	1	1	2	1	host	gene-PA1210	False	
gene-PA2491	152	174	51	96	17	27	8	4	host	gene-PA2491	False	
gene-PA2564	41	51	18	31	4	6	4	2	host	gene-PA2564	False	
gene-PA3496	115	100	15	25	7	23	15	7	host	gene-PA3496	False	
gene-PA1034	42	54	10	17	7	1	7	6	host	gene-PA1034	False	
gene-PA1306	44	62	41	46	10	9	5	3	host	gene-PA1306	False	
gene-PA2420	11	6	6	9	0	5	0	4	host	gene-PA2420	False	
gene-PA4529	233	230	156	202	18	23	16	10	host	coaE	False	
gene-PA3366.1	6	22	3	10	2	1	0	0	host	amiL	False	
gene-PA0033	79	53	23	26	6	3	2	3	host	gene-PA0033	False	
gene-PA4612	36	18	9	9	3	5	1	0	host	gene-PA4612	False	
gene-PA4039	33	15	14	13	2	4	2	3	host	gene-PA4039	False	
gene-PA3421	10	10	6	14	1	1	0	3	host	gene-PA3421	False	
gene-PA0254	33	30	3	18	2	4	3	0	host	gene-PA0254	False	
gene-PA4673.1	6	19	3	9	4	7	1	0	host	gene-PA4673.1	False	
gene-PA4128	2	2	3	6	1	2	1	0	host	gene-PA4128	False	
gene-PA2893	58	37	26	51	3	9	4	3	host	atuH	False	
gene-PA3855	91	120	87	118	17	22	16	8	host	gene-PA3855	False	
gene-PA5385	2	0	2	4	1	0	2	1	host	cdhB	False	
gene-PA1378	48	38	17	29	4	4	2	0	host	gene-PA1378	False	
gene-PA1322	35	21	23	24	8	6	0	1	host	gene-PA1322	False	
gene-PA0848	29	19	11	15	7	5	5	0	host	gene-PA0848	False	
gene-PA1509	66	102	59	136	8	13	5	4	host	gene-PA1509	False	
gene-PA3082	72	100	134	184	46	25	7	11	host	gbt	False	
gene-PA0191	11	6	4	3	0	1	0	0	host	gene-PA0191	False	
gene-PA2312	4	10	2	5	3	2	4	1	host	gene-PA2312	False	
gene-PA1996	27	18	7	10	8	4	0	2	host	ppiC1	False	
gene-PA0342	114	134	90	127	15	32	12	19	host	thyA	False	
gene-PA2610	72	78	97	149	17	22	11	6	host	gene-PA2610	False	
gene-PA3950	151	113	93	142	27	27	15	7	host	gene-PA3950	False	
gene-PA3937	4	0	2	4	0	2	1	0	host	gene-PA3937	False	
gene-PA3912	6	3	5	3	1	0	1	0	host	gene-PA3912	False	
gene-PA5031	6	12	1	1	2	5	5	0	host	gene-PA5031	False	
gene-PA2164	12	8	4	10	2	3	0	0	host	gene-PA2164	False	
gene-PA5194	61	67	42	49	17	14	14	8	host	gene-PA5194	False	
gene-PA2818	132	105	66	112	18	21	9	6	host	arr	False	
gene-PA3936	6	4	4	5	1	0	2	1	host	gene-PA3936	False	
gene-PA4678	27	36	26	40	10	9	3	10	host	rimI	False	
gene-PA5521	234	190	128	187	49	47	17	10	host	gene-PA5521	False	
gene-PA3598	12	8	9	5	1	7	0	0	host	gene-PA3598	False	
gene-PA5017	189	158	93	138	19	20	12	15	host	gene-PA5017	False	
gene-PA0613	29	33	20	38	16	24	16	8	host	gene-PA0613	False	
gene-PA0041a	5	14	5	13	0	1	1	1	host	gene-PA0041a	False	
gene-PA4379	131	161	55	82	20	23	15	6	host	gene-PA4379	False	
gene-PA3572	15	19	14	22	3	0	2	0	host	gene-PA3572	False	
gene-PA0234	3	15	2	6	1	3	2	0	host	gene-PA0234	False	
gene-PA5529	229	235	57	73	25	34	29	20	host	gene-PA5529	False	
gene-PA0852	47	61	41	78	9	27	20	6	host	cbpD	False	
gene-PA4313	98	89	65	123	24	15	13	13	host	gene-PA4313	False	
gene-PA3762	110	88	43	46	12	11	8	2	host	gene-PA3762	False	
gene-PA4097	2	1	1	2	1	2	1	1	host	gene-PA4097	False	
gene-PA0190	3	9	1	7	2	0	1	0	host	gene-PA0190	False	
gene-PA2155	4	7	0	1	0	0	0	1	host	gene-PA2155	False	
gene-PA3454	38	22	37	37	2	3	1	2	host	gene-PA3454	False	
gene-PA1203	21	28	13	12	1	5	1	1	host	gene-PA1203	False	
gene-PA4792	118	81	27	54	5	13	8	4	host	gene-PA4792	False	
gene-PA0237	4	1	1	2	1	1	0	0	host	gene-PA0237	False	
gene-PA5147	126	98	53	81	17	29	11	5	host	mutY	False	
gene-PA2479	13	15	13	27	5	6	1	1	host	gene-PA2479	False	
gene-PA1929	8	2	3	5	1	2	1	1	host	gene-PA1929	False	
gene-PA4368	225	179	49	93	8	18	8	4	host	gene-PA4368	False	
gene-PA2694	15	22	11	9	7	2	1	1	host	gene-PA2694	False	
gene-PA4152	13	11	2	6	0	2	2	3	host	gene-PA4152	False	
gene-PA0953	325	279	133	253	22	31	14	9	host	gene-PA0953	False	
gene-PA2098	5	3	3	2	2	1	0	1	host	gene-PA2098	False	
gene-PA2704	25	25	15	17	4	2	2	2	host	gene-PA2704	False	
gene-PA0253	41	33	16	32	8	9	3	5	host	gene-PA0253	False	
gene-PA2839	11	8	6	7	0	2	0	2	host	gene-PA2839	False	
gene-PA4235	64	69	40	33	14	18	6	10	host	bfrA	False	
gene-PA4830	8	2	2	1	2	2	1	1	host	gene-PA4830	False	
gene-PA0384	12	28	12	20	0	4	4	0	host	gene-PA0384	False	
gene-PA0772	26	36	24	52	14	7	3	4	host	recO	False	
gene-PA2954	53	42	28	18	5	11	7	6	host	gene-PA2954	False	
gene-PA4051	61	78	84	159	17	30	23	18	host	thiL	False	
gene-PA4069	113	87	73	78	6	10	3	4	host	gene-PA4069	False	
gene-PA1393	14	24	7	24	0	2	5	0	host	cysC	False	
gene-PA2292	12	15	1	3	1	3	1	0	host	gene-PA2292	False	
gene-PA4776	14	14	9	13	2	2	0	1	host	pmrA	False	
gene-PA0465	27	33	17	22	3	3	5	1	host	creD	False	
gene-PA5544	182	158	132	163	22	16	7	9	host	gene-PA5544	False	
gene-PA1099	156	94	98	114	15	10	9	4	host	fleR	False	
gene-PA5460	3	6	7	4	1	0	2	1	host	gene-PA5460	False	
gene-PA4099	6	6	3	7	0	1	0	0	host	gene-PA4099	False	
gene-PA1879	27	9	10	15	6	8	2	3	host	gene-PA1879	False	
gene-PA4898	8	12	14	17	1	1	1	0	host	opdK	False	
gene-PA1046	78	69	70	97	20	17	13	3	host	gene-PA1046	False	
gene-PA4834	25	28	11	27	5	2	3	2	host	gene-PA4834	False	
gene-PA4310	199	168	177	188	40	44	29	23	host	pctB	False	
gene-PA2120	12	10	3	6	5	0	0	0	host	gene-PA2120	False	
gene-PA1570	74	36	23	30	4	3	2	2	host	gene-PA1570	False	
gene-PA1215	6	1	3	2	1	1	1	0	host	gene-PA1215	False	
gene-PA3120	25	19	10	27	7	4	2	1	host	leuD	False	
gene-PA1261	7	7	6	3	1	0	0	1	host	gene-PA1261	False	
gene-PA0295	40	36	27	29	5	4	2	0	host	gene-PA0295	False	
gene-PA2651	91	95	57	67	17	12	12	7	host	gene-PA2651	False	
gene-PA3125	22	19	4	12	1	1	3	1	host	gene-PA3125	False	
gene-PA2859	119	89	50	84	17	17	20	6	host	greB	False	
gene-PA3263	75	74	65	58	8	9	5	15	host	gene-PA3263	False	
gene-PA0251	13	6	5	21	1	2	0	2	host	gene-PA0251	False	
gene-PA2446	165	152	48	61	11	8	5	2	host	gcvH2	False	
gene-PA1797a	16	17	26	30	12	15	3	4	host	gene-PA1797a	False	
gene-PA3065	9	12	4	9	0	3	1	0	host	gene-PA3065	False	
gene-PA4087	2	1	0	4	2	0	1	1	host	gene-PA4087	False	
gene-PA2218	16	10	10	17	2	2	0	0	host	gene-PA2218	False	
gene-PA1768	46	69	72	93	18	22	9	9	host	gene-PA1768	False	
gene-PA3475	29	52	17	32	4	5	6	2	host	pheC	False	
gene-PA2202	17	26	34	53	5	5	2	1	host	gene-PA2202	False	
gene-PA4984	74	38	20	25	5	6	2	3	host	gene-PA4984	False	
gene-PA1040	18	16	6	25	4	2	2	1	host	gene-PA1040	False	
gene-PA0159	31	36	32	30	7	7	2	4	host	gene-PA0159	False	
gene-PA0746	221	202	226	206	15	12	6	4	host	gene-PA0746	False	
gene-PA4201	313	195	100	105	23	25	10	4	host	ddlA	False	
gene-PA4335	60	33	18	25	5	4	4	5	host	gene-PA4335	False	
gene-PA0926	23	28	28	34	5	7	5	2	host	gene-PA0926	False	
gene-PA2850	16	14	15	13	4	6	3	0	host	ohr	False	
gene-PA3697	160	152	77	96	14	20	5	11	host	gene-PA3697	False	
gene-PA1603	17	9	3	7	3	4	2	1	host	gene-PA1603	False	
gene-PA0343	70	74	48	105	14	15	8	8	host	gene-PA0343	False	
gene-PA0032	37	38	13	11	6	5	3	1	host	gene-PA0032	False	
gene-PA3703	267	266	162	250	28	32	14	13	host	wspF	False	
gene-PA0365	9	7	8	6	0	0	1	0	host	gene-PA0365	False	
gene-PA3627	174	168	94	151	29	35	25	12	host	ygbB	False	
gene-PA4981	24	28	10	35	2	4	1	0	host	gene-PA4981	False	
gene-PA4185	11	17	14	25	8	6	2	1	host	gene-PA4185	False	
gene-PA0246	32	27	13	23	7	7	0	3	host	gene-PA0246	False	
gene-PA0143	24	41	20	36	4	5	5	3	host	nuh	False	
gene-PA4154	12	11	11	12	6	1	2	0	host	gene-PA4154	False	
gene-PA3722	62	99	74	117	50	54	29	13	host	gene-PA3722	False	
gene-PA2834	31	22	12	16	5	3	1	0	host	gene-PA2834	False	
gene-PA2463	36	41	37	40	15	18	9	5	host	gene-PA2463	False	
gene-PA1006	20	28	16	31	3	4	5	0	host	gene-PA1006	False	
gene-PA2809	31	50	9	23	5	4	2	2	host	copR	False	
gene-PA0539	4	3	7	6	0	3	1	0	host	gene-PA0539	False	
gene-PA5307	212	181	109	153	24	24	13	19	host	gene-PA5307	False	
gene-PA0179	49	42	25	55	8	16	2	1	host	gene-PA0179	False	
gene-PA2763a	17	16	13	51	3	4	3	0	host	gene-PA2763a	False	
gene-PA0582	50	80	30	94	21	25	11	5	host	folB	False	
gene-PA0734	12	15	6	5	3	2	0	0	host	gene-PA0734	False	
gene-PA4838	13	14	9	18	2	3	2	1	host	gene-PA4838	False	
gene-PA1600	13	5	16	5	2	1	0	1	host	gene-PA1600	False	
gene-PA1412	4	2	3	2	2	0	1	1	host	gene-PA1412	False	
gene-PA2772	25	37	29	36	7	13	9	2	host	gene-PA2772	False	
gene-PA4092	32	8	10	10	1	3	0	0	host	hpaC	False	
gene-PA4349	41	35	10	11	3	5	3	1	host	gene-PA4349	False	
gene-PA4034	11	10	21	9	2	1	1	2	host	aqpZ	False	
gene-PA3311	68	48	42	45	7	11	2	2	host	gene-PA3311	False	
gene-PA4301	15	21	10	20	6	3	9	8	host	tadB	False	
gene-PA2662	14	19	10	9	4	3	1	2	host	gene-PA2662	False	
gene-PA1985	10	13	11	11	6	8	3	6	host	pqqA	False	
gene-PA1136	22	29	4	8	1	0	1	1	host	gene-PA1136	False	
gene-PA1434	38	30	12	22	1	6	2	0	host	gene-PA1434	False	
gene-PA4585	120	69	54	83	21	34	14	13	host	rtcA	False	
gene-PA3969	65	60	30	35	8	7	4	4	host	gene-PA3969	False	
gene-PA3962	8	11	7	2	5	1	3	3	host	gene-PA3962	False	
gene-PA0603	265	226	166	300	31	40	8	7	host	gene-PA0603	False	
gene-PA1369	64	144	36	80	9	13	6	5	host	gene-PA1369	False	
gene-PA1621	30	34	27	37	5	8	6	2	host	gene-PA1621	False	
gene-PA3725	118	124	97	149	27	38	16	13	host	recJ	False	
gene-PA4668	82	74	52	83	11	14	5	4	host	gene-PA4668	False	
gene-PA4101	28	25	13	12	3	3	3	0	host	bfmR	False	
gene-PA0687	4	8	5	10	3	2	4	3	host	gene-PA0687	False	
gene-PA3300	281	235	128	144	14	15	10	9	host	fadD2	False	
gene-PA3483	80	124	86	118	9	28	13	3	host	gene-PA3483	False	
gene-PA1462	200	232	129	202	31	35	20	10	host	gene-PA1462	False	
gene-PA1495	9	14	3	9	2	0	3	0	host	gene-PA1495	False	
gene-PA2645	21	20	29	33	18	21	11	12	host	nuoJ	False	
gene-PA2979	104	100	137	150	28	27	14	10	host	kdsB	False	
gene-PA1670	25	14	10	15	3	3	3	1	host	stp1	False	
gene-PA4067	33	120	53	130	16	22	14	14	host	oprG	False	
gene-PA1478	21	25	16	28	5	8	5	1	host	gene-PA1478	False	
gene-PA5520	145	175	65	89	19	20	13	4	host	gene-PA5520	False	
gene-PA0790	15	10	22	28	3	5	0	1	host	gene-PA0790	False	
gene-PA2910	12	8	11	11	3	2	2	1	host	gene-PA2910	False	
gene-PA0226	15	8	11	10	1	3	0	1	host	gene-PA0226	False	
gene-PA5335	73	37	50	68	22	15	6	7	host	gene-PA5335	False	
gene-PA2158	10	8	6	7	1	4	1	0	host	gene-PA2158	False	
gene-PA1163	46	55	24	47	12	14	14	6	host	ndvB	False	
gene-PA5265	98	73	31	53	15	12	7	4	host	gene-PA5265	False	
gene-PA3941	31	30	29	28	7	6	5	2	host	gene-PA3941	False	
gene-PA2944	45	29	26	38	11	8	5	4	host	cobN	False	
gene-PA4864	10	4	0	2	1	3	1	0	host	ureD	False	
gene-PA1871	45	110	8	31	2	9	6	3	host	lasA	False	
gene-PA2907	28	19	16	23	9	5	0	1	host	cobL	False	
gene-PA0451	54	38	18	22	4	4	1	4	host	gene-PA0451	False	
gene-PA2304	33	37	15	27	3	3	0	1	host	ambC	False	
gene-PA0529	30	20	12	36	0	2	1	0	host	gene-PA0529	False	
gene-PA3747	40	42	16	29	3	7	2	1	host	gene-PA3747	False	
gene-PA2775.1	20	25	4	7	3	10	3	3	host	gene-PA2775.1	False	
gene-PA4581	72	88	17	23	3	8	5	1	host	rtcR	False	
gene-PA4486	64	55	62	78	7	13	6	4	host	gene-PA4486	False	
gene-PA0380	10	15	9	19	8	8	6	0	host	gene-PA0380	False	
gene-PA3442	11	14	25	31	2	1	4	2	host	gene-PA3442	False	
gene-PA1998	20	19	15	19	2	2	1	0	host	dhcR	False	
gene-PA0309	50	36	19	28	11	8	4	4	host	gene-PA0309	False	
gene-PPLUZ19_gp33	0	0	34	80	40	101	19914	14042	phage	gp33	False	
gene-PA5297	28	17	20	28	5	2	3	0	host	poxB	False	
gene-PA1510	108	107	78	128	12	14	13	3	host	gene-PA1510	False	
gene-PA2895	41	32	23	42	3	4	3	1	host	gene-PA2895	False	
gene-PA1668	12	17	12	27	4	5	9	2	host	gene-PA1668	False	
gene-PA0345	17	22	5	7	1	5	1	2	host	gene-PA0345	False	
gene-PA1829	78	54	35	48	5	5	4	5	host	gene-PA1829	False	
gene-PA2949	53	50	38	67	8	21	6	4	host	gene-PA2949	False	
gene-PA1144	5	4	4	2	2	0	5	1	host	gene-PA1144	False	
gene-PA4831	13	14	2	11	1	1	1	1	host	gene-PA4831	False	
gene-PA1729	128	84	47	66	8	7	5	5	host	gene-PA1729	False	
gene-PA4857	12	10	4	9	4	1	0	0	host	gene-PA4857	False	
gene-PA3867	13	22	6	11	2	4	2	1	host	gene-PA3867	False	
gene-PA1624	183	108	94	97	13	8	6	8	host	gene-PA1624	False	
gene-PA5370	86	123	66	83	26	21	16	14	host	gene-PA5370	False	
gene-PA5523	43	33	32	61	10	15	12	6	host	gene-PA5523	False	
gene-PA5526	16	36	18	29	6	6	4	3	host	gene-PA5526	False	
gene-PA2280	19	15	13	27	8	6	3	5	host	gene-PA2280	False	
gene-PA4542	188	166	141	204	33	40	24	22	host	clpB	False	
gene-PA4339	95	63	25	25	5	3	4	2	host	gene-PA4339	False	
gene-PA0560	27	38	26	30	10	4	0	2	host	gene-PA0560	False	
gene-PA3017	124	78	25	62	3	6	7	7	host	gene-PA3017	False	
gene-PA2909	19	8	8	7	3	3	1	0	host	gene-PA2909	False	
gene-PA1384	8	8	1	7	2	1	0	0	host	galE	False	
gene-PA0222	5	5	8	3	1	1	0	2	host	gene-PA0222	False	
gene-PA0842	25	12	24	18	2	0	0	1	host	gene-PA0842	False	
gene-PA4120	8	7	5	4	2	5	1	0	host	gene-PA4120	False	
gene-PA3599	47	40	27	42	3	3	4	3	host	gene-PA3599	False	
gene-PA2093	10	7	7	3	0	1	0	0	host	gene-PA2093	False	
gene-PA3463	9	7	1	8	0	0	0	0	host	gene-PA3463	False	
gene-PA3481	154	151	116	128	24	26	10	11	host	gene-PA3481	False	
gene-PA5478	123	92	29	68	18	16	13	12	host	gene-PA5478	False	
gene-PA0923	44	40	22	32	12	14	9	6	host	dinB	False	
gene-PA2076	15	20	14	23	4	9	4	2	host	gene-PA2076	False	
gene-PA1067	6	10	4	8	0	3	1	1	host	gene-PA1067	False	
gene-PA0457.1	25	37	27	41	5	5	1	2	host	gene-PA0457.1	False	
gene-PA1796.3	36	48	48	95	25	29	13	8	host	gene-PA1796.3	False	
gene-PA0110	17	18	6	10	3	1	1	1	host	gene-PA0110	False	
