Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	is_outlier	outlier_info
gene-PA0597	69	101	34	32	47	109	23	16	11	13	7	179	host	gene-PA0597	False	
gene-PA0798	84	22	155	26	39	100	5	8	12	2	1	167	host	pmtA	False	
gene-PA1210	16	10	45	5	6	96	1	1	11	2	1	141	host	gene-PA1210	False	
gene-PA2491	152	174	60	51	96	156	17	27	10	8	4	114	host	gene-PA2491	False	
gene-PA2564	41	51	19	18	31	93	4	6	15	4	2	210	host	gene-PA2564	False	
gene-PA3496	115	100	31	15	25	63	7	23	5	15	7	21	host	gene-PA3496	False	
gene-PA1034	42	54	15	10	17	54	7	1	10	7	6	55	host	gene-PA1034	False	
gene-PA1306	44	62	22	41	46	84	10	9	10	5	3	231	host	gene-PA1306	False	
gene-PA2420	11	6	17	6	9	145	0	5	18	0	4	145	host	gene-PA2420	False	
gene-PA3366.1	6	22	5	3	10	47	2	1	3	0	0	27	host	amiL	False	
gene-PA0033	79	53	15	23	26	105	6	3	8	2	3	202	host	gene-PA0033	False	
gene-PA3421	10	10	37	6	14	192	1	1	22	0	3	236	host	gene-PA3421	False	
gene-PA0254	33	30	38	3	18	207	2	4	25	3	0	157	host	gene-PA0254	False	
gene-PA4673.1	6	19	35	3	9	343	4	7	39	1	0	92	host	gene-PA4673.1	False	
gene-PA4128	2	2	27	3	6	80	1	2	12	1	0	118	host	gene-PA4128	False	
gene-PA2893	58	37	34	26	51	237	3	9	23	4	3	396	host	atuH	False	
gene-PA3855	91	120	102	87	118	132	17	22	20	16	8	196	host	gene-PA3855	False	
gene-PA5385	2	0	16	2	4	93	1	0	10	2	1	92	host	cdhB	False	
gene-PA1378	48	38	29	17	29	139	4	4	12	2	0	90	host	gene-PA1378	False	
gene-PA0848	29	19	23	11	15	144	7	5	17	5	0	171	host	gene-PA0848	False	
gene-PA1509	66	102	130	59	136	248	8	13	37	5	4	133	host	gene-PA1509	False	
gene-PA3082	72	100	81	134	184	358	46	25	28	7	11	304	host	gbt	False	
gene-PA0191	11	6	42	4	3	251	0	1	18	0	0	345	host	gene-PA0191	False	
gene-PA2312	4	10	6	2	5	85	3	2	6	4	1	109	host	gene-PA2312	False	
gene-PA1996	27	18	17	7	10	43	8	4	6	0	2	65	host	ppiC1	False	
gene-PA0342	114	134	44	90	127	224	15	32	24	12	19	167	host	thyA	False	
gene-PA2610	72	78	63	97	149	127	17	22	16	11	6	104	host	gene-PA2610	False	
gene-PA3950	151	113	54	93	142	202	27	27	21	15	7	306	host	gene-PA3950	False	
gene-PA3937	4	0	14	2	4	81	0	2	13	1	0	157	host	gene-PA3937	False	
gene-PA5031	6	12	16	1	1	180	2	5	26	5	0	314	host	gene-PA5031	False	
gene-PA2164	12	8	24	4	10	135	2	3	15	0	0	367	host	gene-PA2164	False	
gene-PA2818	132	105	37	66	112	241	18	21	30	9	6	195	host	arr	False	
gene-PA3936	6	4	17	4	5	84	1	0	11	2	1	167	host	gene-PA3936	False	
gene-PA4678	27	36	33	26	40	100	10	9	16	3	10	124	host	rimI	False	
gene-PA5521	234	190	73	128	187	154	49	47	22	17	10	63	host	gene-PA5521	False	
gene-PA3598	12	8	19	9	5	172	1	7	15	0	0	276	host	gene-PA3598	False	
gene-PA0613	29	33	23	20	38	60	16	24	20	16	8	24	host	gene-PA0613	False	
gene-PA0041a	5	14	222	5	13	372	0	1	53	1	1	234	host	gene-PA0041a	False	
gene-PA4379	131	161	43	55	82	181	20	23	18	15	6	247	host	gene-PA4379	False	
gene-PA3572	15	19	28	14	22	39	3	0	6	2	0	24	host	gene-PA3572	False	
gene-PA0234	3	15	47	2	6	255	1	3	34	2	0	194	host	gene-PA0234	False	
gene-PA5529	229	235	98	57	73	501	25	34	69	29	20	374	host	gene-PA5529	False	
gene-PA4313	98	89	56	65	123	146	24	15	16	13	13	172	host	gene-PA4313	False	
gene-PA3762	110	88	17	43	46	80	12	11	3	8	2	93	host	gene-PA3762	False	
gene-PA4097	2	1	14	1	2	53	1	2	11	1	1	172	host	gene-PA4097	False	
gene-PA0190	3	9	21	1	7	67	2	0	16	1	0	79	host	gene-PA0190	False	
gene-PA2155	4	7	10	0	1	89	0	0	8	0	1	120	host	gene-PA2155	False	
gene-PA3454	38	22	31	37	37	253	2	3	18	1	2	384	host	gene-PA3454	False	
gene-PA1203	21	28	27	13	12	70	1	5	7	1	1	134	host	gene-PA1203	False	
gene-PA4792	118	81	30	27	54	142	5	13	10	8	4	258	host	gene-PA4792	False	
gene-PA0237	4	1	22	1	2	156	1	1	23	0	0	437	host	gene-PA0237	False	
gene-PA5147	126	98	43	53	81	210	17	29	28	11	5	464	host	mutY	False	
gene-PA2479	13	15	19	13	27	58	5	6	5	1	1	74	host	gene-PA2479	False	
gene-PA1929	8	2	1	3	5	39	1	2	3	1	1	93	host	gene-PA1929	False	
gene-PA4368	225	179	43	49	93	134	8	18	15	8	4	194	host	gene-PA4368	False	
gene-PA2694	15	22	10	11	9	58	7	2	8	1	1	96	host	gene-PA2694	False	
gene-PA0953	325	279	51	133	253	160	22	31	35	14	9	90	host	gene-PA0953	False	
gene-PA2098	5	3	3	3	2	15	2	1	3	0	1	26	host	gene-PA2098	False	
gene-PA2704	25	25	12	15	17	93	4	2	12	2	2	235	host	gene-PA2704	False	
gene-PA0253	41	33	23	16	32	100	8	9	10	3	5	61	host	gene-PA0253	False	
gene-PA2839	11	8	20	6	7	97	0	2	9	0	2	141	host	gene-PA2839	False	
gene-PA4235	64	69	220	40	33	199	14	18	18	6	10	86	host	bfrA	False	
gene-PA4830	8	2	12	2	1	176	2	2	12	1	1	290	host	gene-PA4830	False	
gene-PA0384	12	28	17	12	20	104	0	4	4	4	0	113	host	gene-PA0384	False	
gene-PA0772	26	36	16	24	52	68	14	7	7	3	4	68	host	recO	False	
gene-PA2954	53	42	16	28	18	115	5	11	14	7	6	96	host	gene-PA2954	False	
gene-PA4051	61	78	35	84	159	111	17	30	16	23	18	190	host	thiL	False	
gene-PA4069	113	87	29	73	78	136	6	10	14	3	4	187	host	gene-PA4069	False	
gene-PA1393	14	24	24	7	24	152	0	2	16	5	0	67	host	cysC	False	
gene-PA2292	12	15	5	1	3	13	1	3	1	1	0	10	host	gene-PA2292	False	
gene-PA4776	14	14	20	9	13	116	2	2	17	0	1	158	host	pmrA	False	
gene-PA0465	27	33	44	17	22	285	3	3	18	5	1	478	host	creD	False	
gene-PA1099	156	94	77	98	114	158	15	10	15	9	4	227	host	fleR	False	
gene-PA5460	3	6	14	7	4	87	1	0	11	2	1	111	host	gene-PA5460	False	
gene-PA1879	27	9	14	10	15	95	6	8	12	2	3	176	host	gene-PA1879	False	
gene-PA4898	8	12	28	14	17	212	1	1	26	1	0	257	host	opdK	False	
gene-PA1046	78	69	34	70	97	321	20	17	34	13	3	544	host	gene-PA1046	False	
gene-PA4834	25	28	21	11	27	150	5	2	21	3	2	273	host	gene-PA4834	False	
gene-PA2120	12	10	8	3	6	53	5	0	7	0	0	144	host	gene-PA2120	False	
gene-PA1570	74	36	26	23	30	127	4	3	19	2	2	182	host	gene-PA1570	False	
gene-PA1215	6	1	17	3	2	98	1	1	11	1	0	181	host	gene-PA1215	False	
gene-PA3120	25	19	19	10	27	147	7	4	11	2	1	144	host	leuD	False	
gene-PA1261	7	7	11	6	3	72	1	0	14	0	1	140	host	gene-PA1261	False	
gene-PA0295	40	36	60	27	29	215	5	4	42	2	0	256	host	gene-PA0295	False	
gene-PA2651	91	95	47	57	67	180	17	12	15	12	7	140	host	gene-PA2651	False	
gene-PA3125	22	19	24	4	12	205	1	1	20	3	1	400	host	gene-PA3125	False	
gene-PA2859	119	89	24	50	84	79	17	17	20	20	6	134	host	greB	False	
gene-PA3263	75	74	62	65	58	199	8	9	22	5	15	249	host	gene-PA3263	False	
gene-PA0251	13	6	23	5	21	124	1	2	16	0	2	67	host	gene-PA0251	False	
gene-PA2446	165	152	75	48	61	125	11	8	13	5	2	229	host	gcvH2	False	
gene-PA1797a	16	17	10	26	30	145	12	15	8	3	4	45	host	gene-PA1797a	False	
gene-PA3065	9	12	7	4	9	53	0	3	3	1	0	266	host	gene-PA3065	False	
gene-PA2218	16	10	31	10	17	174	2	2	11	0	0	113	host	gene-PA2218	False	
gene-PA1768	46	69	43	72	93	117	18	22	11	9	9	32	host	gene-PA1768	False	
gene-PA3475	29	52	27	17	32	153	4	5	9	6	2	237	host	pheC	False	
gene-PA2202	17	26	14	34	53	56	5	5	6	2	1	37	host	gene-PA2202	False	
gene-PA4984	74	38	16	20	25	151	5	6	11	2	3	243	host	gene-PA4984	False	
gene-PA1040	18	16	17	6	25	152	4	2	14	2	1	157	host	gene-PA1040	False	
gene-PA0159	31	36	22	32	30	211	7	7	15	2	4	313	host	gene-PA0159	False	
gene-PA0746	221	202	75	226	206	189	15	12	49	6	4	257	host	gene-PA0746	False	
gene-PA4335	60	33	16	18	25	56	5	4	13	4	5	58	host	gene-PA4335	False	
gene-PA2850	16	14	13	15	13	108	4	6	9	3	0	99	host	ohr	False	
gene-PA3697	160	152	80	77	96	299	14	20	34	5	11	269	host	gene-PA3697	False	
gene-PA1603	17	9	15	3	7	72	3	4	4	2	1	89	host	gene-PA1603	False	
gene-PA0343	70	74	31	48	105	241	14	15	20	8	8	388	host	gene-PA0343	False	
gene-PA0032	37	38	32	13	11	157	6	5	20	3	1	336	host	gene-PA0032	False	
gene-PA3703	267	266	71	162	250	199	28	32	21	14	13	190	host	wspF	False	
gene-PA0365	9	7	24	8	6	130	0	0	17	1	0	211	host	gene-PA0365	False	
gene-PA3627	174	168	49	94	151	118	29	35	7	25	12	130	host	ygbB	False	
gene-PA4981	24	28	49	10	35	349	2	4	47	1	0	519	host	gene-PA4981	False	
gene-PA0246	32	27	30	13	23	251	7	7	25	0	3	350	host	gene-PA0246	False	
gene-PA0143	24	41	45	20	36	223	4	5	24	5	3	243	host	nuh	False	
gene-PA3722	62	99	51	74	117	163	50	54	28	29	13	219	host	gene-PA3722	False	
gene-PA2834	31	22	19	12	16	136	5	3	24	1	0	127	host	gene-PA2834	False	
gene-PA2463	36	41	43	37	40	221	15	18	30	9	5	325	host	gene-PA2463	False	
gene-PA1006	20	28	11	16	31	51	3	4	9	5	0	29	host	gene-PA1006	False	
gene-PA2809	31	50	20	9	23	96	5	4	12	2	2	183	host	copR	False	
gene-PA0539	4	3	20	7	6	186	0	3	17	1	0	348	host	gene-PA0539	False	
gene-PA0179	49	42	60	25	55	141	8	16	9	2	1	65	host	gene-PA0179	False	
gene-PA2763a	17	16	31	13	51	44	3	4	8	3	0	20	host	gene-PA2763a	False	
gene-PA0582	50	80	17	30	94	112	21	25	11	11	5	192	host	folB	False	
gene-PA4838	13	14	59	9	18	333	2	3	58	2	1	268	host	gene-PA4838	False	
gene-PA1600	13	5	19	16	5	84	2	1	15	0	1	133	host	gene-PA1600	False	
gene-PA1412	4	2	10	3	2	72	2	0	7	1	1	64	host	gene-PA1412	False	
gene-PA2772	25	37	24	29	36	150	7	13	14	9	2	88	host	gene-PA2772	False	
gene-PA4034	11	10	12	21	9	131	2	1	14	1	2	216	host	aqpZ	False	
gene-PA3311	68	48	32	42	45	332	7	11	39	2	2	368	host	gene-PA3311	False	
gene-PA4301	15	21	19	10	20	146	6	3	16	9	8	254	host	tadB	False	
gene-PA2662	14	19	11	10	9	116	4	3	8	1	2	295	host	gene-PA2662	False	
gene-PA1985	10	13	9	11	11	36	6	8	2	3	6	40	host	pqqA	False	
gene-PA1136	22	29	13	4	8	95	1	0	10	1	1	95	host	gene-PA1136	False	
gene-PA1434	38	30	6	12	22	95	1	6	11	2	0	160	host	gene-PA1434	False	
gene-PA4585	120	69	21	54	83	97	21	34	15	14	13	162	host	rtcA	False	
gene-PA3962	8	11	28	7	2	189	5	1	18	3	3	188	host	gene-PA3962	False	
gene-PA0603	265	226	84	166	300	239	31	40	53	8	7	222	host	gene-PA0603	False	
gene-PA1369	64	144	139	36	80	299	9	13	39	6	5	169	host	gene-PA1369	False	
gene-PA1621	30	34	13	27	37	92	5	8	3	6	2	181	host	gene-PA1621	False	
gene-PA3725	118	124	55	97	149	197	27	38	22	16	13	272	host	recJ	False	
gene-PA4101	28	25	18	13	12	139	3	3	21	3	0	317	host	bfmR	False	
gene-PA0687	4	8	21	5	10	73	3	2	19	4	3	173	host	gene-PA0687	False	
gene-PA3300	281	235	92	128	144	374	14	15	44	10	9	227	host	fadD2	False	
gene-PA3483	80	124	52	86	118	162	9	28	8	13	3	225	host	gene-PA3483	False	
gene-PA1462	200	232	70	129	202	127	31	35	22	20	10	124	host	gene-PA1462	False	
gene-PA1495	9	14	7	3	9	55	2	0	7	3	0	98	host	gene-PA1495	False	
gene-PA2645	21	20	44	29	33	96	18	21	10	11	12	99	host	nuoJ	False	
gene-PA2979	104	100	26	137	150	85	28	27	10	14	10	166	host	kdsB	False	
gene-PA1670	25	14	15	10	15	85	3	3	5	3	1	145	host	stp1	False	
gene-PA1478	21	25	11	16	28	54	5	8	10	5	1	39	host	gene-PA1478	False	
gene-PA5520	145	175	54	65	89	152	19	20	32	13	4	153	host	gene-PA5520	False	
gene-PA2910	12	8	12	11	11	85	3	2	20	2	1	158	host	gene-PA2910	False	
gene-PA0226	15	8	25	11	10	224	1	3	15	0	1	327	host	gene-PA0226	False	
gene-PA2158	10	8	22	6	7	127	1	4	4	1	0	292	host	gene-PA2158	False	
gene-PA3941	31	30	23	29	28	90	7	6	5	5	2	109	host	gene-PA3941	False	
gene-PA4864	10	4	16	0	2	78	1	3	13	1	0	71	host	ureD	False	
gene-PA1871	45	110	50	8	31	115	2	9	13	6	3	85	host	lasA	False	
gene-PA2907	28	19	15	16	23	71	9	5	12	0	1	76	host	cobL	False	
gene-PA0451	54	38	29	18	22	114	4	4	28	1	4	146	host	gene-PA0451	False	
gene-PA2304	33	37	10	15	27	56	3	3	12	0	1	144	host	ambC	False	
gene-PA0529	30	20	39	12	36	166	0	2	17	1	0	221	host	gene-PA0529	False	
gene-PA3747	40	42	45	16	29	190	3	7	22	2	1	103	host	gene-PA3747	False	
gene-PA2775.1	20	25	11	4	7	156	3	10	22	3	3	34	host	gene-PA2775.1	False	
gene-PA4486	64	55	27	62	78	94	7	13	5	6	4	202	host	gene-PA4486	False	
gene-PA0380	10	15	15	9	19	97	8	8	13	6	0	127	host	gene-PA0380	False	
gene-PA3442	11	14	13	25	31	96	2	1	15	4	2	93	host	gene-PA3442	False	
gene-PA1998	20	19	25	15	19	109	2	2	11	1	0	170	host	dhcR	False	
gene-PA0309	50	36	23	19	28	131	11	8	18	4	4	164	host	gene-PA0309	False	
gene-PPLUZ19_gp33	0	0	3	34	80	17910	40	101	13116	19914	14042	57000	phage	gp33	False	
gene-PA1510	108	107	110	78	128	334	12	14	44	13	3	207	host	gene-PA1510	False	
gene-PA2895	41	32	23	23	42	47	3	4	4	3	1	49	host	gene-PA2895	False	
gene-PA1668	12	17	50	12	27	179	4	5	26	9	2	94	host	gene-PA1668	False	
gene-PA0345	17	22	13	5	7	94	1	5	13	1	2	171	host	gene-PA0345	False	
gene-PA1829	78	54	44	35	48	207	5	5	28	4	5	249	host	gene-PA1829	False	
gene-PA2949	53	50	12	38	67	170	8	21	18	6	4	152	host	gene-PA2949	False	
gene-PA1144	5	4	29	4	2	210	2	0	19	5	1	245	host	gene-PA1144	False	
gene-PA1729	128	84	32	47	66	73	8	7	8	5	5	131	host	gene-PA1729	False	
gene-PA4857	12	10	23	4	9	120	4	1	9	0	0	256	host	gene-PA4857	False	
gene-PA3867	13	22	29	6	11	135	2	4	13	2	1	48	host	gene-PA3867	False	
gene-PA1624	183	108	35	94	97	110	13	8	6	6	8	210	host	gene-PA1624	False	
gene-PA5370	86	123	52	66	83	270	26	21	39	16	14	247	host	gene-PA5370	False	
gene-PA5523	43	33	36	32	61	209	10	15	30	12	6	379	host	gene-PA5523	False	
gene-PA5526	16	36	35	18	29	64	6	6	5	4	3	38	host	gene-PA5526	False	
gene-PA2280	19	15	27	13	27	127	8	6	11	3	5	192	host	gene-PA2280	False	
gene-PA4339	95	63	24	25	25	152	5	3	19	4	2	258	host	gene-PA4339	False	
gene-PA0560	27	38	36	26	30	170	10	4	19	0	2	80	host	gene-PA0560	False	
gene-PA3017	124	78	35	25	62	72	3	6	7	7	7	132	host	gene-PA3017	False	
gene-PA2909	19	8	3	8	7	24	3	3	6	1	0	51	host	gene-PA2909	False	
gene-PA1384	8	8	42	1	7	254	2	1	29	0	0	106	host	galE	False	
gene-PA0842	25	12	23	24	18	258	2	0	44	0	1	297	host	gene-PA0842	False	
gene-PA4120	8	7	26	5	4	145	2	5	19	1	0	149	host	gene-PA4120	False	
gene-PA3599	47	40	34	27	42	200	3	3	18	4	3	227	host	gene-PA3599	False	
gene-PA2093	10	7	10	7	3	54	0	1	7	0	0	103	host	gene-PA2093	False	
gene-PA3463	9	7	11	1	8	90	0	0	10	0	0	165	host	gene-PA3463	False	
gene-PA3481	154	151	68	116	128	201	24	26	24	10	11	336	host	gene-PA3481	False	
gene-PA0923	44	40	25	22	32	178	12	14	23	9	6	251	host	dinB	False	
gene-PA2076	15	20	13	14	23	74	4	9	10	4	2	129	host	gene-PA2076	False	
gene-PA1067	6	10	23	4	8	119	0	3	13	1	1	247	host	gene-PA1067	False	
gene-PA0457.1	25	37	25	27	41	139	5	5	10	1	2	242	host	gene-PA0457.1	False	
gene-PA1796.3	36	48	24	48	95	285	25	29	65	13	8	84	host	gene-PA1796.3	False	
gene-PA0110	17	18	35	6	10	120	3	1	14	1	1	199	host	gene-PA0110	False	
gene-PA5492	86	67	87	83	132	194	18	23	27	10	3	102	host	gene-PA5492	False	
gene-PA4718	59	63	28	47	66	112	6	10	8	3	4	126	host	gene-PA4718	False	
gene-PA1502	24	16	20	12	6	264	2	4	23	2	4	407	host	gcl	False	
gene-PA0202	6	5	48	9	10	284	4	3	25	0	0	471	host	gene-PA0202	False	
gene-PA2252	23	18	21	9	9	151	4	0	9	1	2	118	host	gene-PA2252	False	
gene-PPLUZ19_gp13.1	0	0	17	70	43	13746	38326	31338	7512	15598	13656	14342	phage	gp13.1	False	
gene-PA2165	20	16	21	7	14	144	3	3	25	0	2	259	host	gene-PA2165	False	
gene-PA3236	43	26	33	22	21	174	7	6	21	3	1	176	host	gene-PA3236	False	
gene-PA1763	35	48	32	36	49	167	5	4	26	0	3	139	host	gene-PA1763	False	
gene-PA3072	3	1	1	1	3	18	0	0	4	1	0	43	host	gene-PA3072	False	
gene-PA5380	58	76	87	25	38	237	19	12	54	16	17	191	host	gbdR	False	
gene-PA3386	6	12	5	6	15	59	1	3	9	3	1	43	host	gene-PA3386	False	
gene-PA5092	44	25	28	23	44	168	9	4	15	4	1	450	host	hutI	False	
gene-PA3488	26	39	147	19	31	395	5	6	54	10	2	308	host	gene-PA3488	False	
gene-PA5546	240	158	103	58	72	251	21	25	33	19	13	235	host	gene-PA5546	False	
gene-PA3413	174	125	55	33	57	111	11	7	12	9	8	73	host	gene-PA3413	False	
gene-PA1989	49	38	17	30	41	153	5	4	10	4	1	237	host	pqqE	False	
gene-PA0177	61	70	62	38	71	158	9	15	13	6	6	163	host	gene-PA0177	False	
gene-PA3026	76	51	39	29	56	225	8	9	33	5	5	442	host	gene-PA3026	False	
gene-PA3685	48	68	18	52	100	65	21	21	12	14	8	47	host	gene-PA3685	False	
gene-PA2360	66	55	12	45	40	99	8	7	8	4	2	113	host	gene-PA2360	False	
gene-PA1518	6	9	13	6	3	64	1	1	12	0	2	40	host	gene-PA1518	False	
gene-PA3856	48	31	19	37	47	91	4	5	12	2	1	117	host	gene-PA3856	False	
gene-PA3152	187	306	203	176	343	453	31	47	42	15	7	250	host	hisH2	False	
gene-PA3204	47	49	20	21	37	93	7	3	8	3	5	132	host	gene-PA3204	False	
gene-PA2267	69	42	18	21	18	78	6	1	12	3	3	123	host	gene-PA2267	False	
gene-PA1758	158	151	53	100	111	202	22	21	34	9	4	131	host	pabB	False	
gene-PA0272	55	50	42	29	29	192	3	11	24	4	7	348	host	gene-PA0272	False	
gene-PA5093	26	28	28	24	26	157	6	6	12	1	0	372	host	gene-PA5093	False	
gene-PA4521	111	76	25	44	70	128	9	9	15	7	2	295	host	gene-PA4521	False	
gene-PA4808	56	49	31	30	35	141	12	6	19	6	2	350	host	selA	False	
gene-PA4150	39	31	105	15	15	137	1	3	15	6	1	169	host	gene-PA4150	False	
gene-PA3129	95	83	34	36	77	164	20	21	18	12	16	269	host	gene-PA3129	False	
gene-PA4722	157	164	37	77	115	198	18	20	24	10	5	176	host	gene-PA4722	False	
gene-PA5306	55	107	30	70	72	93	11	21	13	13	4	50	host	gene-PA5306	False	
gene-PA2237	41	40	50	63	106	242	13	18	19	3	3	281	host	pslG	False	
gene-PA0811	73	55	33	52	93	129	22	28	24	12	6	281	host	gene-PA0811	False	
gene-PA2105	61	80	42	43	60	177	1	4	10	4	2	59	host	gene-PA2105	False	
gene-PA3578	298	198	47	97	165	208	14	18	25	7	5	245	host	gene-PA3578	False	
gene-PA2380	21	34	11	8	21	78	4	6	6	1	6	48	host	gene-PA2380	False	
gene-PA1595	65	74	21	27	68	91	18	5	11	8	8	116	host	gene-PA1595	False	
gene-PA5379	9	9	32	8	6	267	5	4	24	4	6	368	host	sdaB	False	
gene-PA1817	189	137	47	58	94	56	16	18	10	7	6	60	host	gene-PA1817	False	
gene-PA2162	13	10	27	7	14	96	3	1	17	0	0	316	host	gene-PA2162	False	
gene-PA3470	42	29	19	45	45	114	11	8	8	5	2	160	host	gene-PA3470	False	
gene-PA5140	245	265	91	182	259	198	35	40	27	26	10	196	host	hisF1	False	
gene-PA3664	79	101	24	55	89	63	23	20	6	14	6	108	host	gene-PA3664	False	
gene-PA0986	5	8	18	1	4	98	1	0	19	1	0	91	host	gene-PA0986	False	
gene-PA0890	70	169	37	87	147	144	17	15	20	4	5	162	host	aotM	False	
gene-PA0862	164	150	67	64	75	165	9	13	13	3	5	247	host	gene-PA0862	False	
gene-PA4682	33	34	63	11	20	301	13	10	34	11	5	200	host	gene-PA4682	False	
gene-PA1085	229	144	91	192	201	173	28	17	24	13	11	210	host	flgJ	False	
gene-PA3142	114	118	52	73	158	93	31	35	8	24	10	41	host	gene-PA3142	False	
gene-PA3443	4	6	19	3	7	136	0	3	16	1	0	115	host	gene-PA3443	False	
gene-PA4969	141	111	26	38	57	194	10	10	15	6	3	435	host	cpdA	False	
gene-PA3293	14	5	11	5	7	161	2	1	11	4	1	162	host	gene-PA3293	False	
gene-PA1351	8	6	13	2	7	50	1	2	10	1	2	155	host	gene-PA1351	False	
gene-PA5197	67	74	43	37	54	203	8	15	50	10	8	239	host	rimK	False	
gene-PA1519	5	4	34	5	5	216	0	3	26	1	0	300	host	gene-PA1519	False	
gene-PA2483	100	98	30	86	134	100	21	15	14	10	8	103	host	gene-PA2483	False	
gene-PA5211	11	7	13	7	5	63	3	4	6	1	3	110	host	gene-PA5211	False	
gene-PA5539	9	13	19	6	8	157	1	1	15	0	1	219	host	gene-PA5539	False	
gene-PA1858	15	10	26	10	12	137	2	8	8	1	0	311	host	str	False	
gene-PA0886	16	13	17	7	13	182	2	2	20	0	2	242	host	gene-PA0886	False	
gene-PA2352	23	21	27	22	25	106	8	8	14	4	1	180	host	gene-PA2352	False	
gene-PA0919	104	77	37	75	70	196	21	25	32	11	10	153	host	gene-PA0919	False	
gene-PA3033	26	12	11	9	11	65	3	4	8	3	2	55	host	gene-PA3033	False	
gene-PA0570	17	12	6	3	16	112	2	3	8	1	2	216	host	gene-PA0570	False	
gene-PA1055	8	11	15	10	23	89	2	7	7	4	3	131	host	gene-PA1055	False	
gene-PA3119	56	80	45	26	52	118	3	2	16	2	0	186	host	gene-PA3119	False	
gene-PA1328	14	16	22	8	14	118	0	1	15	0	2	255	host	gene-PA1328	False	
gene-PA0099	50	111	152	56	121	414	17	22	38	15	7	202	host	gene-PA0099	False	
gene-PA3459	41	39	180	21	27	280	6	5	32	1	1	300	host	gene-PA3459	False	
gene-PA3473	36	33	20	13	37	166	10	8	16	4	3	431	host	gene-PA3473	False	
gene-PA4828	18	19	14	5	9	65	2	1	14	0	1	106	host	gene-PA4828	False	
gene-PA2755a	50	20	21	14	18	79	9	1	1	3	3	38	host	gene-PA2755a	False	
gene-PA2501	8	30	112	4	4	34	3	5	5	3	0	29	host	gene-PA2501	False	
gene-PA4813	6	7	21	3	6	253	1	1	14	0	0	501	host	lipC	False	
gene-PA0725	9	15	22	2	8	174	0	0	20	1	1	117	host	gene-PA0725	False	
gene-PA1516	10	21	10	7	8	106	1	0	17	0	1	145	host	gene-PA1516	False	
gene-PA0181	42	24	33	8	7	209	4	2	22	2	1	131	host	gene-PA0181	False	
gene-PA0445	38	46	30	25	50	254	6	9	18	5	5	157	host	gene-PA0445	False	
gene-PA0371	47	61	67	86	77	353	14	13	37	6	8	540	host	gene-PA0371	False	
gene-PA2750a	40	45	25	22	30	47	6	15	12	2	2	54	host	gene-PA2750a	False	
gene-PA2772a	13	8	13	7	14	87	0	5	6	2	0	128	host	gene-PA2772a	False	
gene-PA0885	11	7	10	1	7	117	1	1	10	1	2	167	host	gene-PA0885	False	
gene-PA3114	88	85	33	101	151	125	18	12	19	10	5	169	host	truA	False	
gene-PA3938	9	10	30	4	10	221	0	4	31	0	1	367	host	gene-PA3938	False	
gene-PA1128	25	25	57	12	15	148	5	4	17	1	1	125	host	gene-PA1128	False	
gene-PA4806	17	20	24	15	19	188	4	0	22	0	2	255	host	gene-PA4806	False	
gene-PA2785	2	1	9	1	1	42	1	0	10	1	0	43	host	gene-PA2785	False	
gene-PA3432	2	0	13	2	1	63	1	2	14	0	1	57	host	gene-PA3432	False	
gene-PA2697	8	1	4	2	7	77	0	2	5	0	0	113	host	gene-PA2697	False	
gene-PA0631	18	24	7	19	34	69	13	27	8	10	9	98	host	gene-PA0631	False	
gene-PA3301	75	82	53	65	82	234	17	16	25	7	10	252	host	gene-PA3301	False	
gene-PA1038	25	28	12	18	23	76	4	5	5	2	3	57	host	gene-PA1038	False	
gene-PA3365	45	33	20	33	49	191	4	3	12	0	0	247	host	gene-PA3365	False	
gene-PA3375	4	3	9	3	5	98	0	0	11	1	0	181	host	gene-PA3375	False	
gene-PA2725	59	84	45	40	64	169	16	13	21	9	8	227	host	gene-PA2725	False	
gene-PA2416	19	11	14	5	14	109	0	3	22	0	0	159	host	treA	False	
gene-PA1049	48	60	74	41	61	116	9	14	26	9	1	190	host	pdxH	False	
gene-PA0814	6	6	5	8	5	20	0	3	3	2	0	26	host	gene-PA0814	False	
gene-PA1994	39	27	20	18	32	100	6	2	14	5	0	162	host	gene-PA1994	False	
gene-PA1061	90	59	40	46	76	212	8	11	22	6	10	301	host	gene-PA1061	False	
gene-PA2886	17	15	26	3	9	174	1	0	18	2	2	419	host	atuA	False	
gene-PA3172	84	113	70	118	156	131	34	31	18	20	15	112	host	gene-PA3172	False	
gene-PA2595	12	17	27	11	15	115	3	4	14	3	0	181	host	gene-PA2595	False	
gene-PA0568	65	61	37	27	35	130	4	4	10	8	5	87	host	gene-PA0568	False	
gene-PA3916	33	26	23	26	27	116	8	10	7	4	2	151	host	moaE	False	
gene-PA0364	23	16	41	18	26	257	7	3	42	4	1	454	host	gene-PA0364	False	
gene-PA5113	133	141	87	94	122	212	25	40	33	30	8	310	host	gene-PA5113	False	
gene-PA4663	114	107	225	72	141	117	14	36	22	17	8	201	host	moeB	False	
gene-PA0340	33	53	26	17	38	189	8	6	27	4	4	358	host	gene-PA0340	False	
gene-PA0850	39	15	13	11	13	54	2	3	8	0	3	104	host	gene-PA0850	False	
